Orthogroup	s288c	W29	DMKU3-1042
OG0003303	sp|P53877|IPI3_YEAST	tr|A0A1H6PXY3|A0A1H6PXY3_YARLL	tr|W0T6E4|W0T6E4_KLUMD
OG0003304	sp|P33339|TFC4_YEAST	tr|A0A1D8N5U0|A0A1D8N5U0_YARLL	tr|W0T3W1|W0T3W1_KLUMD
OG0003305	sp|P25627|BUD23_YEAST	tr|A0A1D8NM94|A0A1D8NM94_YARLL	tr|W0TEI3|W0TEI3_KLUMD
OG0003306	sp|Q3E731|COX19_YEAST	tr|A0A1D8NL76|A0A1D8NL76_YARLL	tr|W0T3Z7|W0T3Z7_KLUMD
OG0003307	sp|Q04018|YM79_YEAST	tr|A0A1D8NAI8|A0A1D8NAI8_YARLL	tr|W0T7I6|W0T7I6_KLUMD
OG0003308	sp|P40529|AGE2_YEAST	tr|A0A1D8NNI7|A0A1D8NNI7_YARLL	tr|W0TE44|W0TE44_KLUMD
OG0003309	sp|P53875|RM19_YEAST	tr|A0A1H6PUJ3|A0A1H6PUJ3_YARLL	tr|W0TAR6|W0TAR6_KLUMD
OG0003310	sp|Q02863|UBP16_YEAST	tr|A0A1D8NAP3|A0A1D8NAP3_YARLL	tr|W0T5R2|W0T5R2_KLUMD
OG0003311	sp|P38779|CIC1_YEAST	tr|A0A1D8NHW1|A0A1D8NHW1_YARLL	tr|W0TA30|W0TA30_KLUMD
OG0003312	sp|P10662|RT01_YEAST	tr|A0A1D8N8K3|A0A1D8N8K3_YARLL	tr|W0TDV3|W0TDV3_KLUMD
OG0003313	sp|P42839|VNX1_YEAST	tr|A0A1H6Q6N1|A0A1H6Q6N1_YARLL	tr|W0TKK2|W0TKK2_KLUMD
OG0003314	sp|Q05580|HEL2_YEAST	tr|A0A1D8N975|A0A1D8N975_YARLL	tr|W0TEA2|W0TEA2_KLUMD
OG0003315	sp|P53012|SCS3_YEAST	tr|A0A1H6PQE1|A0A1H6PQE1_YARLL	tr|W0T9G8|W0T9G8_KLUMD
OG0003316	sp|Q06682|UBX5_YEAST	tr|A0A1D8NMH9|A0A1D8NMH9_YARLL	tr|W0TEB6|W0TEB6_KLUMD
OG0003317	sp|Q06839|YP097_YEAST	tr|A0A1D8N5Y4|A0A1D8N5Y4_YARLL	tr|W0T9V4|W0T9V4_KLUMD
OG0003318	sp|Q92317|NCB2_YEAST	tr|A0A1H6Q958|A0A1H6Q958_YARLL	tr|W0T750|W0T750_KLUMD
OG0003319	sp|Q12143|NSL1_YEAST	tr|A0A1D8N6G3|A0A1D8N6G3_YARLL	tr|W0TFB5|W0TFB5_KLUMD
OG0003320	sp|P38428|CUE1_YEAST	tr|A0A1D8NP76|A0A1D8NP76_YARLL	tr|W0T6T6|W0T6T6_KLUMD
OG0003321	sp|Q06338|BCP1_YEAST	tr|A0A1H6Q6B8|A0A1H6Q6B8_YARLL	tr|W0T7Y7|W0T7Y7_KLUMD
OG0003322	sp|P46943|GUF1_YEAST	tr|A0A1H6Q0R2|A0A1H6Q0R2_YARLL	tr|W0T6Z0|W0T6Z0_KLUMD
OG0003323	sp|P47039|BNA3_YEAST	tr|A0A1H6Q1M0|A0A1H6Q1M0_YARLL	tr|W0TD28|W0TD28_KLUMD
OG0003324	sp|Q12209|FRE8_YEAST	tr|A0A1D8N870|A0A1D8N870_YARLL	tr|W0TEZ1|W0TEZ1_KLUMD
OG0003325	sp|Q07834|YL032_YEAST	tr|A0A1D8NP15|A0A1D8NP15_YARLL	tr|W0T774|W0T774_KLUMD
OG0003326	sp|P53266|SHY1_YEAST	tr|A0A1D8NQR7|A0A1D8NQR7_YARLL	tr|W0TFJ7|W0TFJ7_KLUMD
OG0003327	sp|Q06636|GPI11_YEAST	tr|A0A1D8NH17|A0A1D8NH17_YARLL	tr|W0T7Y6|W0T7Y6_KLUMD
OG0003328	sp|Q12400|TRM10_YEAST	tr|A0A1D8NNB8|A0A1D8NNB8_YARLL	tr|W0T318|W0T318_KLUMD
OG0003329	sp|P12385|ERF1_YEAST	tr|A0A1H6PZS8|A0A1H6PZS8_YARLL	tr|W0TC52|W0TC52_KLUMD
OG0003330	sp|P47141|RT26_YEAST	tr|A0A1D8N846|A0A1D8N846_YARLL	tr|W0T764|W0T764_KLUMD
OG0003331	sp|P53730|ALG12_YEAST	tr|A0A1D8N9C6|A0A1D8N9C6_YARLL	tr|W0TEI0|W0TEI0_KLUMD
OG0003332	sp|P35209|SPT21_YEAST	tr|A0A1D8NGU1|A0A1D8NGU1_YARLL	tr|W0TEK5|W0TEK5_KLUMD
OG0003333	sp|P20448|DBP4_YEAST	tr|A0A1D8N5P1|A0A1D8N5P1_YARLL	tr|W0T8K6|W0T8K6_KLUMD
OG0003334	sp|P33296|UBC6_YEAST	tr|A0A1H6PP69|A0A1H6PP69_YARLL	tr|W0THX5|W0THX5_KLUMD
OG0003335	sp|P32457|CDC3_YEAST	tr|A0A1D8NFZ0|A0A1D8NFZ0_YARLL	tr|W0T401|W0T401_KLUMD
OG0003336	sp|P10127|ADH4_YEAST	tr|A0A1D8NIK7|A0A1D8NIK7_YARLL	tr|W0T5Y2|W0T5Y2_KLUMD
OG0003337	sp|Q12488|PSF1_YEAST	tr|A0A1D8N497|A0A1D8N497_YARLL	tr|W0TB96|W0TB96_KLUMD
OG0003338	sp|P00560|PGK_YEAST	tr|A0A1D8NEB0|A0A1D8NEB0_YARLL	tr|W0T3H5|W0T3H5_KLUMD
OG0003339	sp|P32350|KNS1_YEAST	tr|A0A1D8N9M9|A0A1D8N9M9_YARLL	tr|W0TDY5|W0TDY5_KLUMD
OG0003340	sp|Q01976|ADPP_YEAST	tr|A0A1D8NQ08|A0A1D8NQ08_YARLL	tr|W0TG34|W0TG34_KLUMD
OG0003341	sp|P40499|ICE2_YEAST	tr|A0A1D8ND33|A0A1D8ND33_YARLL	tr|W0TI00|W0TI00_KLUMD
OG0003342	sp|P53250|TWF1_YEAST	tr|A0A1H6PQA6|A0A1H6PQA6_YARLL	tr|W0TFA7|W0TFA7_KLUMD
OG0003343	sp|P49167|RL38_YEAST	tr|A0A1D8N7C5|A0A1D8N7C5_YARLL	tr|W0TAJ8|W0TAJ8_KLUMD
OG0003344	sp|P25808|SPB4_YEAST	tr|A0A1H6PKR4|A0A1H6PKR4_YARLL	tr|W0TFA9|W0TFA9_KLUMD
OG0003345	sp|Q00816|REG1_YEAST	tr|A0A1D8N878|A0A1D8N878_YARLL	tr|W0TI94|W0TI94_KLUMD
OG0003346	sp|Q06631|BFR2_YEAST	tr|A0A1H6QBM9|A0A1H6QBM9_YARLL	tr|W0T7X9|W0T7X9_KLUMD
OG0003347	sp|P22434|PDE1_YEAST	tr|A0A1H6PZL1|A0A1H6PZL1_YARLL	tr|W0TDH3|W0TDH3_KLUMD
OG0003348	sp|P53120|YGO0_YEAST	tr|A0A1H6Q374|A0A1H6Q374_YARLL	tr|W0T2U8|W0T2U8_KLUMD
OG0003349	sp|Q06563|SYM1_YEAST	tr|A0A1H6PVQ0|A0A1H6PVQ0_YARLL	tr|W0TBD9|W0TBD9_KLUMD
OG0003350	sp|Q06188|YL455_YEAST	tr|A0A1D8N9F2|A0A1D8N9F2_YARLL	tr|W0TFG5|W0TFG5_KLUMD
OG0003351	sp|Q12099|FAL1_YEAST	tr|A0A1D8NLN8|A0A1D8NLN8_YARLL	tr|W0T514|W0T514_KLUMD
OG0003352	sp|P40505|SDS3_YEAST	tr|A0A1H6PNJ1|A0A1H6PNJ1_YARLL	tr|W0TFL5|W0TFL5_KLUMD
OG0003353	sp|Q12398|HMS1_YEAST	tr|A0A1H6PXT3|A0A1H6PXT3_YARLL	tr|W0TEA7|W0TEA7_KLUMD
OG0003354	sp|P39730|IF2P_YEAST	tr|A0A1H6PX01|A0A1H6PX01_YARLL	tr|W0TFA6|W0TFA6_KLUMD
OG0003355	sp|P46971|PMT4_YEAST	tr|A0A1D8NHB1|A0A1D8NHB1_YARLL	tr|W0TAS3|W0TAS3_KLUMD
OG0003356	sp|Q01454|CTF4_YEAST	tr|A0A1D8N5M7|A0A1D8N5M7_YARLL	tr|W0TJ06|W0TJ06_KLUMD
OG0003357	sp|P36527|RM28_YEAST	tr|A0A1D8NBI4|A0A1D8NBI4_YARLL	tr|W0T8X0|W0T8X0_KLUMD
OG0003358	sp|Q02804|ARL3_YEAST	tr|A0A1D8NCZ4|A0A1D8NCZ4_YARLL	tr|W0TJ88|W0TJ88_KLUMD
OG0003359	sp|Q08750|MUM3_YEAST	tr|A0A1H6PX92|A0A1H6PX92_YARLL	tr|W0THI3|W0THI3_KLUMD
OG0003360	sp|Q08649|ESA1_YEAST	tr|A0A1H6PY23|A0A1H6PY23_YARLL	tr|W0T989|W0T989_KLUMD
OG0003361	sp|P32623|CRH2_YEAST	tr|A0A1H6PHR8|A0A1H6PHR8_YARLL	tr|W0T946|W0T946_KLUMD
OG0003362	sp|P38737|ECM29_YEAST	tr|A0A1D8N9L3|A0A1D8N9L3_YARLL	tr|W0T7Y3|W0T7Y3_KLUMD
OG0003363	sp|P53063|DXO_YEAST	tr|A0A1D8NKD0|A0A1D8NKD0_YARLL	tr|W0TGN2|W0TGN2_KLUMD
OG0003364	sp|P53070|MTO1_YEAST	tr|A0A1H6PSX2|A0A1H6PSX2_YARLL	tr|W0TAD7|W0TAD7_KLUMD
OG0003365	sp|Q08921|TCO89_YEAST	tr|A0A1H6PPC9|A0A1H6PPC9_YARLL	tr|W0TFN2|W0TFN2_KLUMD
OG0003366	sp|P32379|PSA5_YEAST	tr|A0A1H6Q0Y3|A0A1H6Q0Y3_YARLL	tr|W0TED2|W0TED2_KLUMD
OG0003367	sp|Q3E756|YB029_YEAST	tr|A0A1H6Q0J6|A0A1H6Q0J6_YARLL	tr|W0TGK8|W0TGK8_KLUMD
OG0003368	sp|P47163|EFM3_YEAST	tr|A0A1D8N9U9|A0A1D8N9U9_YARLL	tr|W0TA75|W0TA75_KLUMD
OG0003369	sp|P00931|TRP_YEAST	tr|A0A1D8NPV5|A0A1D8NPV5_YARLL	tr|W0T8T6|W0T8T6_KLUMD
OG0003370	sp|Q06142|IMB1_YEAST	tr|A0A1H6QAB3|A0A1H6QAB3_YARLL	tr|W0TBT1|W0TBT1_KLUMD
OG0003371	sp|Q12500|AVL9_YEAST	tr|A0A1D8NQE8|A0A1D8NQE8_YARLL	tr|W0T6F6|W0T6F6_KLUMD
OG0003372	sp|P15019|TAL1_YEAST	tr|A0A1H6PL18|A0A1H6PL18_YARLL	tr|W0TCV6|W0TCV6_KLUMD
OG0003373	sp|P53633|PRA1_YEAST	tr|A0A1D8N4A5|A0A1D8N4A5_YARLL	tr|W0TJX5|W0TJX5_KLUMD
OG0003374	sp|P38297|FZO1_YEAST	tr|A0A1H6PUP1|A0A1H6PUP1_YARLL	tr|W0T6K0|W0T6K0_KLUMD
OG0003375	sp|P00401|COX1_YEAST	tr|S5TMP4|S5TMP4_YARLL	tr|W0TI46|W0TI46_KLUMD
OG0003376	sp|P22696|ESS1_YEAST	tr|A0A1D8N7T9|A0A1D8N7T9_YARLL	tr|W0TGZ8|W0TGZ8_KLUMD
OG0003377	sp|Q07959|IZH3_YEAST	tr|A0A1D8N7C0|A0A1D8N7C0_YARLL	tr|W0T8Y5|W0T8Y5_KLUMD
OG0003378	sp|P56508|SNA2_YEAST	tr|A0A1H6PU97|A0A1H6PU97_YARLL	tr|W0T4A9|W0T4A9_KLUMD
OG0003379	sp|P09457|ATPO_YEAST	tr|A0A1D8NEB8|A0A1D8NEB8_YARLL	tr|W0TA81|W0TA81_KLUMD
OG0003380	sp|P47173|YJ9J_YEAST	tr|A0A1D8NI60|A0A1D8NI60_YARLL	tr|W0TCH6|W0TCH6_KLUMD
OG0003381	sp|P40498|UTP25_YEAST	tr|A0A1D8ND43|A0A1D8ND43_YARLL	tr|W0TFM5|W0TFM5_KLUMD
OG0003382	sp|P25559|DCC1_YEAST	tr|A0A1D8NBS9|A0A1D8NBS9_YARLL	tr|W0TA24|W0TA24_KLUMD
OG0003383	sp|P53064|RTF1_YEAST	tr|A0A1D8NCU9|A0A1D8NCU9_YARLL	tr|W0TB17|W0TB17_KLUMD
OG0003384	sp|P40099|FTHC_YEAST	tr|A0A1D8NCQ9|A0A1D8NCQ9_YARLL	tr|W0T403|W0T403_KLUMD
OG0003385	sp|Q07716|AIM6_YEAST	tr|A0A1H6PV12|A0A1H6PV12_YARLL	tr|W0TEM8|W0TEM8_KLUMD
OG0003386	sp|Q03673|AIM34_YEAST	tr|A0A1D8N6Z2|A0A1D8N6Z2_YARLL	tr|W0T729|W0T729_KLUMD
OG0003387	sp|Q03941|CAB5_YEAST	tr|A0A1D8NMP6|A0A1D8NMP6_YARLL	tr|W0TC58|W0TC58_KLUMD
OG0003388	sp|P38090|AGP2_YEAST	tr|A0A1D8NA25|A0A1D8NA25_YARLL	tr|W0TEJ5|W0TEJ5_KLUMD
OG0003389	sp|P42949|TIM16_YEAST	tr|A0A1H6Q0Z4|A0A1H6Q0Z4_YARLL	tr|W0T706|W0T706_KLUMD
OG0003390	sp|P53152|MMS2_YEAST	tr|A0A1D8NKH6|A0A1D8NKH6_YARLL	tr|W0THP2|W0THP2_KLUMD
OG0003391	sp|P18408|MET16_YEAST	tr|A0A1D8N6X6|A0A1D8N6X6_YARLL	tr|W0TIY9|W0TIY9_KLUMD
OG0003392	sp|P40992|RRN7_YEAST	tr|A0A1D8N8Z9|A0A1D8N8Z9_YARLL	tr|W0T7A5|W0T7A5_KLUMD
OG0003393	sp|P39992|YEC3_YEAST	tr|A0A1D8N3K1|A0A1D8N3K1_YARLL	tr|W0T6E0|W0T6E0_KLUMD
OG0003394	sp|P05150|OTC_YEAST	tr|A0A1H6PXS6|A0A1H6PXS6_YARLL	tr|W0T8T9|W0T8T9_KLUMD
OG0003395	sp|P27680|COQ3_YEAST	tr|A0A1D8N802|A0A1D8N802_YARLL	tr|W0T302|W0T302_KLUMD
OG0003396	sp|P53584|YTP1_YEAST	tr|A0A1H6PY20|A0A1H6PY20_YARLL	tr|W0TEP1|W0TEP1_KLUMD
OG0003397	"sp|Q01649|CIK1_YEAST, sp|Q12045|VIK1_YEAST"		tr|W0TBY9|W0TBY9_KLUMD
OG0003398	sp|P36096|TUL1_YEAST	tr|A0A1D8NPV6|A0A1D8NPV6_YARLL	tr|W0THK4|W0THK4_KLUMD
OG0003399	sp|P47111|VPS55_YEAST	tr|A0A1D8NLP3|A0A1D8NLP3_YARLL	tr|W0T4M7|W0T4M7_KLUMD
OG0003400	sp|P40005|PFD2_YEAST	tr|A0A1H6Q3L5|A0A1H6Q3L5_YARLL	tr|W0TCA8|W0TCA8_KLUMD
OG0003401	sp|P16639|ATE1_YEAST	tr|A0A1H6PSI9|A0A1H6PSI9_YARLL	tr|W0TB27|W0TB27_KLUMD
OG0003402	sp|P07702|LYS2_YEAST	tr|A0A1D8NHD3|A0A1D8NHD3_YARLL	tr|W0TGV0|W0TGV0_KLUMD
OG0003403	sp|P32769|HBS1_YEAST	tr|A0A1D8N6W7|A0A1D8N6W7_YARLL	tr|W0T7G0|W0T7G0_KLUMD
OG0003404	sp|P38308|CS111_YEAST	tr|A0A1D8N604|A0A1D8N604_YARLL	tr|W0T4P9|W0T4P9_KLUMD
OG0003405	sp|P07276|RAD2_YEAST	tr|A0A1D8NFF1|A0A1D8NFF1_YARLL	tr|W0T3W4|W0T3W4_KLUMD
OG0003406	sp|Q03406|SLD5_YEAST	tr|A0A1H6PHI0|A0A1H6PHI0_YARLL	tr|W0T6H9|W0T6H9_KLUMD
OG0003407	sp|P09950|HEM1_YEAST	tr|A0A1D8N9V8|A0A1D8N9V8_YARLL	tr|W0T8W7|W0T8W7_KLUMD
OG0003408	sp|Q06683|IRC3_YEAST	tr|A0A1H6Q161|A0A1H6Q161_YARLL	tr|W0TF26|W0TF26_KLUMD
OG0003409	sp|P47076|RPC9_YEAST	tr|A0A1D8NFI3|A0A1D8NFI3_YARLL	tr|W0TA96|W0TA96_KLUMD
OG0003410	sp|P19956|RM44_YEAST	tr|A0A1H6PT60|A0A1H6PT60_YARLL	tr|W0T4G4|W0T4G4_KLUMD
OG0003411	sp|P25296|CANB_YEAST	tr|A0A1H6Q8X4|A0A1H6Q8X4_YARLL	tr|W0T5B9|W0T5B9_KLUMD
OG0003412	sp|P40469|MET18_YEAST	tr|A0A1D8NEV3|A0A1D8NEV3_YARLL	tr|W0TFL3|W0TFL3_KLUMD
OG0003413	sp|P47133|EMC2_YEAST	tr|A0A1D8NCD5|A0A1D8NCD5_YARLL	tr|W0TFY1|W0TFY1_KLUMD
OG0003414	"sp|P41057|RS29A_YEAST, sp|P41058|RS29B_YEAST"		tr|W0TGJ5|W0TGJ5_KLUMD
OG0003415	sp|P30620|PSO2_YEAST	tr|A0A1D8NE90|A0A1D8NE90_YARLL	tr|W0TB86|W0TB86_KLUMD
OG0003416	sp|P38767|ERC1_YEAST	tr|A0A1D8NGD4|A0A1D8NGD4_YARLL	tr|W0TB44|W0TB44_KLUMD
OG0003417	sp|Q06675|CENPO_YEAST	tr|A0A1H6Q4N1|A0A1H6Q4N1_YARLL	tr|W0T9A3|W0T9A3_KLUMD
OG0003418	sp|Q05022|RRP5_YEAST	tr|A0A1D8NKK6|A0A1D8NKK6_YARLL	tr|W0TC11|W0TC11_KLUMD
OG0003419	sp|P38810|SFB3_YEAST	tr|A0A1D8NIE0|A0A1D8NIE0_YARLL	tr|W0T9J6|W0T9J6_KLUMD
OG0003420	sp|P42847|RT18_YEAST	tr|A0A1D8NID7|A0A1D8NID7_YARLL	tr|W0TBM4|W0TBM4_KLUMD
OG0003421	sp|Q05791|CD123_YEAST	tr|A0A1D8NPA8|A0A1D8NPA8_YARLL	tr|W0TEQ2|W0TEQ2_KLUMD
OG0003422	sp|P38153|AP3M_YEAST	tr|A0A1D8NEZ8|A0A1D8NEZ8_YARLL	tr|W0TEX9|W0TEX9_KLUMD
OG0003423	sp|P32618|YEF3_YEAST	tr|A0A1D8N4J2|A0A1D8N4J2_YARLL	tr|W0TBU3|W0TBU3_KLUMD
OG0003424	sp|P53886|APC1_YEAST	tr|A0A1H6QB40|A0A1H6QB40_YARLL	tr|W0T826|W0T826_KLUMD
OG0003425	sp|P38179|ALG3_YEAST	tr|A0A1D8NGY4|A0A1D8NGY4_YARLL	tr|W0TH32|W0TH32_KLUMD
OG0003426	sp|Q99271|NAH1_YEAST	tr|A0A1D8N957|A0A1D8N957_YARLL	tr|W0TCL1|W0TCL1_KLUMD
OG0003427	sp|P32447|ASF1_YEAST	tr|A0A1D8N3D0|A0A1D8N3D0_YARLL	tr|W0TCG6|W0TCG6_KLUMD
OG0003428	sp|Q3E7A4|COXM2_YEAST	tr|A0A1D8NPJ6|A0A1D8NPJ6_YARLL	tr|W0TKG3|W0TKG3_KLUMD
OG0003429	sp|P37838|NOP4_YEAST	tr|A0A1H6PX68|A0A1H6PX68_YARLL	tr|W0TDG2|W0TDG2_KLUMD
OG0003430	sp|P09959|SWI6_YEAST	tr|A0A1H6PRI4|A0A1H6PRI4_YARLL	tr|W0T3T0|W0T3T0_KLUMD
OG0003431	sp|P10356|YEY2_YEAST	tr|A0A1D8NHL6|A0A1D8NHL6_YARLL	tr|W0T9X1|W0T9X1_KLUMD
OG0003432	sp|P34243|HCS1_YEAST	tr|A0A1D8N6R6|A0A1D8N6R6_YARLL	tr|W0TF63|W0TF63_KLUMD
OG0003433	sp|P40991|NOP2_YEAST	tr|A0A1D8N7C3|A0A1D8N7C3_YARLL	tr|W0TI38|W0TI38_KLUMD
OG0003434	sp|Q12674|ATC8_YEAST	tr|A0A1D8NH25|A0A1D8NH25_YARLL	tr|W0T657|W0T657_KLUMD
OG0003435	sp|P39013|END3_YEAST	tr|A0A1H6PVI3|A0A1H6PVI3_YARLL	tr|W0T8C4|W0T8C4_KLUMD
OG0003436	sp|Q12495|RLF2_YEAST	tr|A0A1D8NPF8|A0A1D8NPF8_YARLL	tr|W0T7Z7|W0T7Z7_KLUMD
OG0003437	sp|P22943|HSP12_YEAST	tr|A0A1D8NFG2|A0A1D8NFG2_YARLL	tr|W0TAV4|W0TAV4_KLUMD
OG0003438	sp|P53933|APP1_YEAST	tr|A0A1D8NCV1|A0A1D8NCV1_YARLL	tr|W0TFW3|W0TFW3_KLUMD
OG0003439	sp|Q86ZR7|YKD3A_YEAST	tr|A0A1D8NPV8|A0A1D8NPV8_YARLL	tr|W0TE09|W0TE09_KLUMD
OG0003440	sp|P40093|YEY6_YEAST	tr|A0A1D8NG33|A0A1D8NG33_YARLL	tr|W0TA31|W0TA31_KLUMD
OG0003441	sp|P43589|SAD1_YEAST	tr|A0A1D8NI89|A0A1D8NI89_YARLL	tr|W0TF93|W0TF93_KLUMD
OG0003442		"tr|A0A1D8NFD9|A0A1D8NFD9_YARLL, tr|A0A1D8NKA7|A0A1D8NKA7_YARLL"	tr|W0TFA1|W0TFA1_KLUMD
OG0003443	sp|P32179|MET22_YEAST	tr|A0A1D8NQ98|A0A1D8NQ98_YARLL	tr|W0TDX5|W0TDX5_KLUMD
OG0003444	sp|P43122|QRI7_YEAST	tr|A0A1D8NDQ0|A0A1D8NDQ0_YARLL	tr|W0T6T3|W0T6T3_KLUMD
OG0003445	sp|Q04119|PPN1_YEAST	tr|A0A1D8N821|A0A1D8N821_YARLL	tr|W0TEQ7|W0TEQ7_KLUMD
OG0003446	sp|P15436|DPOD_YEAST	tr|A0A1D8N433|A0A1D8N433_YARLL	tr|W0TAH2|W0TAH2_KLUMD
OG0003447	sp|P53141|MLC1_YEAST	tr|A0A1D8NGZ4|A0A1D8NGZ4_YARLL	tr|W0T6L2|W0T6L2_KLUMD
OG0003448	sp|P00958|SYMC_YEAST	tr|A0A1D8NQK5|A0A1D8NQK5_YARLL	tr|W0T3X2|W0T3X2_KLUMD
OG0003449	sp|P35197|GCS1_YEAST	tr|A0A1D8N9E8|A0A1D8N9E8_YARLL	tr|W0TC71|W0TC71_KLUMD
OG0003450	sp|P47170|IML1_YEAST	tr|A0A1D8NCP5|A0A1D8NCP5_YARLL	tr|W0TCI1|W0TCI1_KLUMD
OG0003451	sp|Q06512|NOC4_YEAST	tr|A0A1D8NPA4|A0A1D8NPA4_YARLL	tr|W0TFH1|W0TFH1_KLUMD
OG0003452	sp|P25560|RER1_YEAST	tr|A0A1H6PRC8|A0A1H6PRC8_YARLL	tr|W0T4T0|W0T4T0_KLUMD
OG0003453	sp|P47108|URB2_YEAST	tr|A0A1D8NQP8|A0A1D8NQP8_YARLL	tr|W0T6D5|W0T6D5_KLUMD
OG0003454	sp|P40850|MKT1_YEAST	tr|A0A1D8NH15|A0A1D8NH15_YARLL	tr|W0TK27|W0TK27_KLUMD
OG0003455	sp|P40024|ARB1_YEAST	tr|A0A1D8NFS1|A0A1D8NFS1_YARLL	tr|W0T8M2|W0T8M2_KLUMD
OG0003456	sp|Q06053|DUS3_YEAST	tr|A0A1H6PPQ9|A0A1H6PPQ9_YARLL	tr|W0TA29|W0TA29_KLUMD
OG0003457	sp|Q02799|LEE1_YEAST	tr|A0A1H6PI52|A0A1H6PI52_YARLL	tr|W0TC10|W0TC10_KLUMD
OG0003458	sp|P38244|PFF1_YEAST	tr|A0A1D8N958|A0A1D8N958_YARLL	tr|W0T5D9|W0T5D9_KLUMD
OG0003459	sp|Q05670|FUS2_YEAST	tr|A0A1D8NND7|A0A1D8NND7_YARLL	tr|W0T6Y6|W0T6Y6_KLUMD
OG0003460	sp|Q12446|LAS17_YEAST	tr|A0A1D8N8U5|A0A1D8N8U5_YARLL	tr|W0T6Y5|W0T6Y5_KLUMD
OG0003461	sp|Q12751|RTP1_YEAST	tr|A0A1D8NA38|A0A1D8NA38_YARLL	tr|W0TAQ1|W0TAQ1_KLUMD
OG0003462	sp|P40459|PANC_YEAST	tr|A0A1D8N6P2|A0A1D8N6P2_YARLL	tr|W0TGN7|W0TGN7_KLUMD
OG0003463	sp|P05373|HEM2_YEAST	tr|A0A1D8NPB6|A0A1D8NPB6_YARLL	tr|W0T6R3|W0T6R3_KLUMD
OG0003464	sp|P33322|CBF5_YEAST	tr|A0A1D8NIA7|A0A1D8NIA7_YARLL	tr|W0T813|W0T813_KLUMD
OG0003465	sp|P47104|RAV1_YEAST	tr|A0A1D8NBI9|A0A1D8NBI9_YARLL	tr|W0T8E5|W0T8E5_KLUMD
OG0003466	sp|P25038|IF2M_YEAST	tr|A0A1D8N8T5|A0A1D8N8T5_YARLL	tr|W0T524|W0T524_KLUMD
OG0003467	sp|P05750|RS3_YEAST	tr|A0A1D8NJR1|A0A1D8NJR1_YARLL	tr|W0T6Z2|W0T6Z2_KLUMD
OG0003468	sp|P23202|URE2_YEAST	tr|A0A1D8N9G2|A0A1D8N9G2_YARLL	tr|W0TDW6|W0TDW6_KLUMD
OG0003469	sp|P08678|CYAA_YEAST	tr|A0A1D8N8E8|A0A1D8N8E8_YARLL	tr|W0T7C4|W0T7C4_KLUMD
OG0003470	sp|P36062|AVT3_YEAST	tr|A0A1D8NHZ2|A0A1D8NHZ2_YARLL	tr|W0TF62|W0TF62_KLUMD
OG0003471	sp|P43564|YFD4_YEAST	tr|A0A1D8NK41|A0A1D8NK41_YARLL	tr|W0T5R4|W0T5R4_KLUMD
OG0003472	sp|P40367|GPI7_YEAST	tr|A0A1H6PZK7|A0A1H6PZK7_YARLL	tr|W0TBB3|W0TBB3_KLUMD
OG0003473	sp|Q01852|TIM44_YEAST	tr|A0A1D8NFI8|A0A1D8NFI8_YARLL	tr|W0TG83|W0TG83_KLUMD
OG0003474	sp|Q05473|MRX8_YEAST	tr|A0A1H6Q0V0|A0A1H6Q0V0_YARLL	tr|W0TA19|W0TA19_KLUMD
OG0003475	sp|P06243|CDC7_YEAST	tr|A0A1D8NPN7|A0A1D8NPN7_YARLL	tr|W0T2M5|W0T2M5_KLUMD
OG0003476	sp|P39705|NUP60_YEAST	tr|A0A1D8NC84|A0A1D8NC84_YARLL	tr|W0T4T4|W0T4T4_KLUMD
OG0003477	sp|Q12194|YP066_YEAST	tr|A0A1H6Q9Y7|A0A1H6Q9Y7_YARLL	tr|W0T5Q4|W0T5Q4_KLUMD
OG0003478	sp|P07278|KAPR_YEAST	tr|A0A1H6Q0T5|A0A1H6Q0T5_YARLL	tr|W0T855|W0T855_KLUMD
OG0003479	sp|P32523|PRP19_YEAST	tr|A0A1D8N9J3|A0A1D8N9J3_YARLL	tr|W0T897|W0T897_KLUMD
OG0003480	sp|P46672|ARC1_YEAST	tr|A0A1D8NGY7|A0A1D8NGY7_YARLL	tr|W0T5J7|W0T5J7_KLUMD
OG0003481	sp|Q03829|YM39_YEAST	tr|A0A1H6PKM5|A0A1H6PKM5_YARLL	tr|W0T8J0|W0T8J0_KLUMD
OG0003482	sp|P20081|FKBP_YEAST	tr|A0A1D8N795|A0A1D8N795_YARLL	tr|W0TH33|W0TH33_KLUMD
OG0003483	sp|Q07534|S2538_YEAST	tr|A0A1H6Q6N5|A0A1H6Q6N5_YARLL	tr|W0TFK6|W0TFK6_KLUMD
OG0003484	sp|P53769|CWC24_YEAST	tr|A0A1H6PVU7|A0A1H6PVU7_YARLL	tr|W0TB67|W0TB67_KLUMD
OG0003485	sp|P36534|RM40_YEAST	tr|A0A1H6PWR3|A0A1H6PWR3_YARLL	tr|W0TCC4|W0TCC4_KLUMD
OG0003486	sp|P53230|TAM41_YEAST	tr|A0A1D8NAT9|A0A1D8NAT9_YARLL	tr|W0T4I1|W0T4I1_KLUMD
OG0003487	sp|P28320|CWC16_YEAST	tr|A0A1D8N893|A0A1D8N893_YARLL	tr|W0TBV1|W0TBV1_KLUMD
