"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0002749"	"YIL107C"	1.710111062	7.247745248	5.89714e-28	3.41297e-26	"6-phosphofructo-2-kinase 1 (6PF-2-K 1) (EC 2.7.1.105) (Phosphofructokinase 2 I)"	"RPL40A UBI1 YIL148W"	"FUNCTION: Ubiquitin: Exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked: Lys-6-linked may be involved in DNA repair; Lys-11-linked is involved in ERAD (endoplasmic reticulum-associated degradation) and in cell-cycle regulation; Lys-29-linked is involved in lysosomal degradation; Lys-33-linked is involved in kinase modification; Lys-48-linked is involved in protein degradation via the proteasome; Lys-63-linked is involved in endocytosis, and DNA-damage responses. Linear polymer chains formed via attachment by the initiator Met lead to cell signaling. Ubiquitin is usually conjugated to Lys residues of target proteins, however, in rare cases, conjugation to Cys or Ser residues has been observed. When polyubiquitin is free (unanchored-polyubiquitin), it also has distinct roles, such as in activation of protein kinases, and in signaling (By similarity). {ECO:0000250}.; FUNCTION: 60S ribosomal protein L40-A: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel (PubMed:22096102). eL40 is essential for translation of a subset of cellular transcripts, including stress response transcripts, such as DDR2 (PubMed:23169626). {ECO:0000269|PubMed:23169626, ECO:0000305|PubMed:22096102}."
"OG0002974"	"YIL108W"	0.951792585	7.280786372	4.60961e-05	0.000168357	"Putative zinc metalloproteinase YIL108W (EC 3.4.24.-)"	"DSS1 MSU1 YMR287C YM8021.13C"	"FUNCTION: Essential for mitochondrial biogenesis.; FUNCTION: Required for intron-independent turnover and processing of mitochondrial RNA. Participates in 3' mtRNA processing where it hydrolyzes single-stranded RNA or partially double-stranded RNA with 3' single-stranded tails."
"OG0002917"	"YNL051W"	0.856591714	6.421333189	9.30969e-09	6.98691e-08	"Conserved oligomeric Golgi complex subunit 5 (COG complex subunit 5) (Complexed with DOR1 protein 4) (Component of oligomeric Golgi complex 5)"	"APM2 YHL019C"	""
"OG0001337"	"YIL116W"	-1.047898331	8.257742762	1.25963e-07	7.63175e-07	"Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)"	"GAL3 YDR009W YD8119.14"	"FUNCTION: The GAL3 regulatory function is required for rapid induction of the galactose system. At normal induction, galactose in the presence of the GAL3 protein may lead to the induction of the GAL genes, including GAL1. Then the galactokinase protein (GAL1) in the presence of galactose may reinforce the induction leading to a higher expression level. Upon depletion of galactose, the inducing activity of the galactokinase protein may decrease, after which transcription of the GAL genes, including GAL1, may decrease."
"OG0003231"	"YNL062C"	-1.099993225	6.800260739	5.92813e-05	0.000211383	"tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (General control non-derepressible protein 10) (Protein GCD10) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)"	"ATP25 YMR098C YM6543.05C"	"FUNCTION: mRNA stabilization factor specific for the 0.95 kb OLI1 mRNA. Also involved in OLI1 ring formation. {ECO:0000269|PubMed:18216280}."
"OG0002702"	"YNL063W"	0.722450803	5.125942839	5.42214e-05	0.000194841	"Mitochondrial N(5)-glutamine methyltransferase MTQ1 (EC 2.1.1.-)"	"YFR035C"	""
"OG0001799"	"YJR095W"	1.321857546	3.281014805	1.1003e-09	9.47454e-09	"Succinate/fumarate mitochondrial transporter (Regulator of acetyl-CoA synthase activity)"	"THO2 LDB5 RLR1 ZRG13 YNL139C N1209 N1835"	"FUNCTION: Component the THO subcomplex of the TREX complex, which operates in coupling transcription elongation to mRNA export. The THO complex is recruited to transcribed genes and moves along the gene with the elongating polymerase during transcription. THO is important for stabilizing nascent RNA in the RNA polymerase II elongation complex by preventing formation of DNA:RNA hybrids behind the elongating polymerase. It functions in cotranscriptional formation of an export-competent messenger ribonucleoprotein particle (mRNP) by facilitating the loading of ATP-dependent RNA helicase SUB2 and the mRNA export factor YRA1 along the nascent mRNA. {ECO:0000269|PubMed:12093753, ECO:0000269|PubMed:12871933, ECO:0000269|PubMed:14527416, ECO:0000269|PubMed:15192704}."
"OG0003392"	"YGR284C"	0.663951503	8.066428478	0.001667476	0.004238404	"ER-derived vesicles protein ERV29"	"SPC105 YGL093W"	"FUNCTION: Forms a kinetochore complex with SPC105 which is required for kinetochore binding by a discrete subset of kMAPs (BIM1, BIK1 and SLK19) and motors (CIN8, KAR3). Involved in kinetochore-microtubule binding and the spindle assembly checkpoint. {ECO:0000269|PubMed:19893618}."
"OG0001318"	"YMR311C"	1.331598457	8.975566906	3.4168e-18	7.31875e-17	"Protein GLC8"	"YDR491C"	""
"OG0001294"	"YMR309C"	-0.758559158	8.856402893	0.001301674	0.003396089	"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 93 kDa subunit) (eIF3 p93) (Nuclear transport protein NIP1) (Translation initiation factor eIF3, p93 subunit)"	"KEX2 QDS1 YNL238W N1122"	"FUNCTION: Processing of precursors of alpha-factors and killer toxin."
"OG0003258"	"YGR281W"	-0.670923531	7.26156269	1.0853e-06	5.56461e-06	"Oligomycin resistance ATP-dependent permease YOR1"	"MYO4 SHE1 YAL029C FUN22"	"FUNCTION: Part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud and in the daughter cell. Recruited to specific mRNAs including the ASH1 mRNA, coding for a repressor of the HO endonuclease, via its interaction with SHE3. {ECO:0000269|PubMed:10212145, ECO:0000269|PubMed:11032818, ECO:0000269|PubMed:11101531, ECO:0000269|PubMed:12499354, ECO:0000269|PubMed:15328357, ECO:0000269|PubMed:20439999}."
"OG0002212"	"YMR308C"	-0.8136733	8.146364475	4.01007e-06	1.85524e-05	"Importin subunit beta-3 (Karyopherin subunit beta-3) (Karyopherin-121) (Protein secretion enhancer 1)"	"ARO8 YGL202W"	"FUNCTION: General aromatic amino acid transaminase involved in several otherwise unrelated metabolic pathways. Responsible for phenylalanine and tyrosine biosynthesis. Active with glutamate, phenylalanine, tyrosine and tryptophan as amino donors and with phenylpyruvate, hydroxyphenylpyruvate, 2-oxoglutarate and pyruvate as amino acceptors. Also active with methionine, alpha-aminoadipate and leucine as amino donors when phenylpyruvate is the amino acceptor and in the reverse reactions with the corresponding oxo acids and phenylalanine as amino donor. Catalyzes the formation of methionine from 2-keto-4-methylthiobutyrate (KMTB) in the methionine salvage pathway primarily using aromatic amino acids (tyrosine, phenylalanine and tryptophan) as the amino donors. Catalyzes the formation of alpha-aminoadipate from alpha-ketoadipate in the lysine biosyntheic pathway. {ECO:0000269|PubMed:18625006, ECO:0000269|PubMed:21982920, ECO:0000269|PubMed:6763508, ECO:0000269|PubMed:9491082, ECO:0000269|PubMed:9491083}."
"OG0002937"	"YGR278W"	0.741351033	6.422823557	1.02667e-08	7.61964e-08	"Pre-mRNA-splicing factor CWC22 (Complexed with CEF1 protein 22)"	"TYW1 YPL207W"	"FUNCTION: Component of the wybutosine biosynthesis pathway. Wybutosine is a hyper modified guanosine with a tricyclic base found at the 3'-position adjacent to the anticodon of eukaryotic phenylalanine tRNA. Catalyzes the condensation of N-methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine, an intermediate in wybutosine biosynthesis (By similarity). {ECO:0000250, ECO:0000269|PubMed:16162496, ECO:0000269|PubMed:16642040}."
"OG0002046"	"YGR277C"	0.599450761	6.989897209	1.67762e-05	6.73621e-05	"Phosphopantetheine adenylyltransferase (PPAT) (EC 2.7.7.3) (Coenzyme A biosynthesis protein 4) (Dephospho-CoA pyrophosphorylase) (Pantetheine-phosphate adenylyltransferase)"	"TY1B-JR1 YJRWTy1-1 POL YJR027W J1560"	"FUNCTION: Capsid protein (CA) is the structural component of the virus-like particle (VLP), forming the shell that encapsulates the retrotransposons dimeric RNA genome. The particles are assembled from trimer-clustered units and there are holes in the capsid shells that allow for the diffusion of macromolecules. CA has also nucleocapsid-like chaperone activity, promoting primer tRNA(i)-Met annealing to the multipartite primer-binding site (PBS), dimerization of Ty1 RNA and initiation of reverse transcription (By similarity). {ECO:0000250}.; FUNCTION: The aspartyl protease (PR) mediates the proteolytic cleavages of the Gag and Gag-Pol polyproteins after assembly of the VLP. {ECO:0000250}.; FUNCTION: Reverse transcriptase/ribonuclease H (RT) is a multifunctional enzyme that catalyzes the conversion of the retro-elements RNA genome into dsDNA within the VLP. The enzyme displays a DNA polymerase activity that can copy either DNA or RNA templates, and a ribonuclease H (RNase H) activity that cleaves the RNA strand of RNA-DNA heteroduplexes during plus-strand synthesis and hydrolyzes RNA primers. The conversion leads to a linear dsDNA copy of the retrotransposon that includes long terminal repeats (LTRs) at both ends (By similarity). {ECO:0000250}.; FUNCTION: Integrase (IN) targets the VLP to the nucleus, where a subparticle preintegration complex (PIC) containing at least integrase and the newly synthesized dsDNA copy of the retrotransposon must transit the nuclear membrane. Once in the nucleus, integrase performs the integration of the dsDNA into the host genome (By similarity). {ECO:0000250}."
"OG0003445"	"YMR302C"	0.500863923	8.22864677	0.000203527	0.000642385	"Mitochondrial escape protein 2 (Protein RNA12)"	"THI73 YLR004C"	"FUNCTION: Transports either thiamine or, rather, a related metabolite involved in the thiamine biosynthesis pathway. {ECO:0000269|PubMed:16850348}."
"OG0002172"	"YNL090W"	0.906271614	4.27865624	1.05459e-05	4.43885e-05	"GTP-binding protein RHO2"	"YPR010C-A"	""
"OG0002599"	"YNL092W"	1.124490602	4.302739532	0.021247642	0.04000299	"Carnosine N-methyltransferase (EC 2.1.1.22)"	"RIM13 CPL1 YMR154C YM8520.03C"	"FUNCTION: Required for the proteolytic cleavage of the transcriptional repressor RIM101 in response to alkaline ambient pH, which is necessary for sporulation and invasive growth. Probably the protease that cleaves RIM101. {ECO:0000269|PubMed:11050096, ECO:0000269|PubMed:9017390, ECO:0000269|PubMed:9928935}."
"OG0002377"	"YOR089C"	0.583078543	8.167619049	0.001441981	0.003720223	"Vacuolar protein sorting-associated protein 21 (GTP-binding protein YPT51) (Vacuolar protein-targeting protein 12)"	"RKR1 LTN1 YMR247C YM9408.09C YM9920.01C"	"FUNCTION: E3 ubiquitin-protein ligase component of the ribosome quality control complex (RQC), a ribosome-associated complex that mediates ubiquitination and extraction of incompletely synthesized nascent chains for proteasomal degradation (PubMed:23178123). Mediates ubiquitination of proteins derived from mRNAs lacking stop codons (non-stop proteins) and other translation arrest products induced by poly-lysine sequences and tandem rare codons. Ubiquitination leads to CDC48 recruitment for extraction and degradation of the incomplete translation product (PubMed:20835226, PubMed:23825054, PubMed:24261871). May indirectly play a role in chromatin function and transcription (PubMed:17283062). {ECO:0000269|PubMed:17283062, ECO:0000269|PubMed:20835226, ECO:0000269|PubMed:23178123, ECO:0000269|PubMed:23825054, ECO:0000269|PubMed:24261871}."
"OG0001702"	"YOR091W"	-0.753699179	7.64538363	0.010995382	0.022579736	"Translation machinery-associated protein 46 (DRG family-regulatory protein 1)"	"MAC1 CUA1 YMR021C YM9711.11C"	"FUNCTION: Regulatory protein involved in Cu/Fe utilization and stress resistance. Involved in basal level transcription of FRE1 and H(2)O(2)-induced transcription of CTT1. Regulates the transcription of CTR1 and CTR3 via the copper ion responsive elements in their promoters. Required for degradation of CTR1. {ECO:0000269|PubMed:12011036}."
"OG0000784"	"YOR094W"	0.633375259	6.340972085	3.12644e-05	0.000118502	"ADP-ribosylation factor 3"	"CDC39 NOT1 ROS1 YCR093W YCR1151 YCR93W"	"FUNCTION: Acts as component of the CCR4-NOT core complex, which in the nucleus seems to be a general transcription factor, and in the cytoplasm the major mRNA deadenylase involved in mRNA turnover. The NOT protein subcomplex negatively regulates the basal and activated transcription of many genes. Preferentially affects TC-type TATA element-dependent transcription. Could directly or indirectly inhibit component(s) of the general transcription machinery. {ECO:0000269|PubMed:9463387}."
"OG0003014"	"YOR095C"	-1.828525321	5.851720095	3.19685e-09	2.57244e-08	"Ribose-5-phosphate isomerase (EC 5.3.1.6) (D-ribose-5-phosphate ketol-isomerase) (Phosphoriboisomerase)"	"PTC2 YER089C"	"FUNCTION: Responsible, together with PTC3, for the dephosphorylation of the cyclin-dependent protein kinase CDC28. {ECO:0000269|PubMed:10580002}."
"OG0001473"	"YOR100C"	1.310237102	4.43585494	0.000625609	0.001764546	"Mitochondrial carnitine carrier"	"YIL012W"	""
"OG0000935"	"YNL102W"	-1.309174566	6.421456857	2.29395e-14	3.50439e-13	"DNA polymerase alpha catalytic subunit A (EC 2.7.7.7) (DNA polymerase I subunit A) (DNA polymerase alpha:primase complex p180 subunit) (DNA polymerase-primase complex p180 subunit) (Pol alpha-primase complex p180 subunit)"	"DUS3 YLR401C L8084.19"	"FUNCTION: Catalyzes the synthesis of dihydrouridine, a modified base found in the D-loop of most tRNAs. Specifically modifies U47 in cytoplasmic tRNAs. {ECO:0000269|PubMed:12003496, ECO:0000269|PubMed:14970222}."
"OG0002941"	"YOR107W"	1.345240005	5.641250388	1.76761e-15	3.11089e-14	"Regulator of G-protein signaling 2"	"CCW12 YLR110C L9354.7"	"FUNCTION: Component of the cell wall. May play a role in the formation of a tightly packed outer mannan layer, which protects the inner glucan. {ECO:0000269|PubMed:17315267}."
"OG0001291"	"YOR352W"	0.874596001	6.231436278	7.11878e-08	4.51031e-07	"Uncharacterized protein YOR352W"	"CYT2 YKL087C"	"FUNCTION: Involved in the final maturation of cytochrome c1, it links covalently the heme group to the apoprotein."
"OG0001996"	"YOR353C"	0.917996644	7.124468538	5.61161e-13	7.21715e-12	"Leucine-rich repeat-containing protein SOG2"	"CTR3 YLR411W L9931.6"	"FUNCTION: Required for high affinity copper (probably reduced Cu I) transport into the cell."
"OG0001679"	"YOR355W"	-2.100937793	7.573718299	7.62312e-28	4.36986e-26	"Protein GDS1"	"RPL29 YL43 YFR032C-A YFR032BW"	"FUNCTION: Component of the ribosome, a large ribonucleoprotein complex responsible for the synthesis of proteins in the cell. The small ribosomal subunit (SSU) binds messenger RNAs (mRNAs) and translates the encoded message by selecting cognate aminoacyl-transfer RNA (tRNA) molecules. The large subunit (LSU) contains the ribosomal catalytic site termed the peptidyl transferase center (PTC), which catalyzes the formation of peptide bonds, thereby polymerizing the amino acids delivered by tRNAs into a polypeptide chain. The nascent polypeptides leave the ribosome through a tunnel in the LSU and interact with protein factors that function in enzymatic processing, targeting, and the membrane insertion of nascent chains at the exit of the ribosomal tunnel. {ECO:0000305|PubMed:22096102}."
"OG0002549"	"YOL123W"	1.846287117	9.538345795	3.7215e-06	1.73105e-05	"Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB)"	"VPS55 YJR044C J1637"	"FUNCTION: Involved in protein transport from endosomes to the vacuole. {ECO:0000269|PubMed:12006663}."
"OG0000760"	"YOL124C"	-1.513767687	6.548591479	0.013770606	0.027363909	"tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)"	"TEN1 YLR010C"	"FUNCTION: Has a role in telomere length regulation and telomere end protection. Acts as an inhibitor of telomerase loading through its interaction with CDC13. {ECO:0000269|PubMed:11230140}."
"OG0001491"	"YKL058W"	0.713553308	7.465931456	3.21792e-07	1.81695e-06	"Transcription initiation factor IIA subunit 2 (General transcription factor IIA subunit 2) (TFIIA 13.5 kDa subunit) (Transcription initiation factor IIA small chain) (Transcription initiation factor IIA small subunit)"	"MSM1 YGR171C"	""
"OG0001466"	"YMR028W"	0.877412303	6.73115155	2.0971e-11	2.28667e-10	"Type 2A phosphatase-associated protein 42"	"ROT2 GLS2 YBR229C YBR1526"	"FUNCTION: Catalytic subunit of glucosidase 2, which cleaves sequentially the 2 innermost alpha-1,3-linked glucose residues from the Glc(2)Man(9)GlcNAc(2) oligosaccharide precursor of immature glycoproteins. {ECO:0000269|PubMed:16373354, ECO:0000269|PubMed:8910335}."
"OG0001014"	"YKL057C"	-0.551728426	7.428792304	0.000201772	0.000638184	"Nucleoporin NUP120 (Nuclear pore protein NUP120)"	"HAM1 YJR069C J1811"	"FUNCTION: Pyrophosphatase that hydrolyzes the non-canonical purine nucleotides inosine triphosphate (ITP), deoxyinosine triphosphate (dITP) as well as 2'-deoxy-N-6-hydroxylaminopurine triposphate (dHAPTP) and 5-bromodeoxyuridine 5'-triphosphate (BrdUTP) to their respective monophosphate derivatives. Xanthosine 5'-triphosphate (XTP) is also a potential substrate. The enzyme does not distinguish between the deoxy- and ribose forms. Probably excludes non-canonical purines from RNA and DNA precursor pools, thus preventing their incorporation into RNA and DNA and avoiding chromosomal lesions. {ECO:0000255|HAMAP-Rule:MF_03148, ECO:0000269|PubMed:17090528, ECO:0000269|PubMed:17899088, ECO:0000269|PubMed:9918490}."
