genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YLR146W-A	0.120459931	3.953580565	0.557596175	0.635605554	Coiled-coil domain-containing protein YLR146W-A	CHZ1 YER030W	FUNCTION: Forms a chaperone-bound H2A.Z-H2B complex that acts as a source for SWR1 complex-dependent H2A to H2A.Z histone replacement in chromatin. {ECO:0000269|PubMed:17289584}.
YOR048C	-0.084347328	7.856733476	0.557672858	0.635605554	5'-3' exoribonuclease 2 (EC 3.1.13.-) (Ribonucleic acid-trafficking protein 1) (p116)	HYR1 GPX3 ORP1 YIR037W	"FUNCTION: Involved in oxidative stress response and redox homeostasis. Functions as a sensor and transducer of hydroperoxide stress. In response to hydroperoxide stress it oxidizes (activates) the transcription activator YAP1, which is involved in transcription activation of genes of the oxidative stress response pathway. May also play a direct role in hydroperoxide scavenging, being the most active of three closely related S.cerevisiae peroxiredoxins (GPX1, GPX2, and HYR1/GPX3) with respect to peroxide and lipid hydroperoxide reduction. The three enzymes are not required for the glutaredoxin-mediated antioxidant function. In the presence of peroxides, HYR1/GPX3 is directly oxidized at Cys-36 to form a cysteine sulfenic acid (-SOH). Cys-36-SOH then forms either an intramolecular disulfide bond (Cys-36 with Cys-82) or a transient, intermolecular disulfide bond with 'Cys-598' of YAP1, which is further resolved into a YAP1 intramolecular disulfide bond ('Cys-303' with 'Cys-598'), which causes its nuclear accumulation and activation, and a reduced Cys-36 in HYR1/GPX3. {ECO:0000269|PubMed:10480913, ECO:0000269|PubMed:11445588, ECO:0000269|PubMed:12437921, ECO:0000269|PubMed:12743123, ECO:0000269|PubMed:14556853, ECO:0000269|PubMed:15337745, ECO:0000269|PubMed:17720812, ECO:0000269|PubMed:19230722, ECO:0000269|PubMed:9315326}."
YER017C	-0.10547661	8.344783565	0.558025803	0.635887411	Mitochondrial respiratory chain complexes assembly protein AFG3 (EC 3.4.24.-) (ATPase family gene 3 protein) (Tat-binding homolog 10)	YML034C-A	
YKL098W	-0.1120174	5.78668593	0.558599766	0.636420972	Maintenance of telomere capping protein 2	NUS1 YDL193W D1239	"FUNCTION: With SRT1 or RER2, forms the dehydrodolichyl diphosphate synthase (DDS) complex, an essential component of the dolichol monophosphate (Dol-P) biosynthetic machinery. Adds multiple copies of isopentenyl pyrophosphate (IPP) to farnesyl pyrophosphate (FPP) to produce dehydrodolichyl diphosphate (Dedol-PP), a precursor of dolichol which is utilized as a sugar carrier in protein glycosylation in the endoplasmic reticulum (ER). {ECO:0000269|PubMed:25066056}."
YNL036W	0.146130898	7.898133704	0.558853405	0.636589448	Carbonic anhydrase (EC 4.2.1.1) (Carbonate dehydratase) (Non-classical export protein 3)	YGL039W	
YML093W	-0.242056219	8.398771471	0.559443664	0.637141233	U3 small nucleolar RNA-associated protein 14 (U3 snoRNA-associated protein 14) (U three protein 14)	PAF1 YBR279W YBR2016	"FUNCTION: The PAF1 complex is a multifunctional complex. Involved in transcription initiation via genetic interactions with TATA-binding proteins. Involved in elongation. It regulates 3'-end formation of snR47 by modulating the recruitment or stable association of NRD1 and NAB3 with RNA polymerase II. Also has a role in transcription-coupled histone modification. Required for activation of the RAD6/UBC2-BRE1 ubiquitin ligase complex, which ubiquitinates histone H2B to form H2BK123ub1. Also required for the methylation of histone H3 by the COMPASS complex to form H3K4me, by SET2 to form H3K36me, and by DOT1 to form H3K79me. RNA polymerase II associated protein important for transcription of a subset of genes. Required for both positive and negative regulation. Negatively regulates MAK16 expression. Also required for efficient CLN2 transcription in late G1 and may be involved in transcription of galactose-inducible genes. {ECO:0000269|PubMed:10219085, ECO:0000269|PubMed:15643076, ECO:0000269|PubMed:16246725}."
YLR313C	-0.07535049	6.051383524	0.559579517	0.637175391	Protein SPH1 (SPA2 homolog 1)	TRX2 TRX1 YGR209C G7746	"FUNCTION: Participates as a hydrogen donor in redox reactions through the reversible oxidation of its active center dithiol to a disulfide, accompanied by the transfer of 2 electrons and 2 protons. It is involved in many cellular processes, including deoxyribonucleotide synthesis, repair of oxidatively damaged proteins, protein folding, sulfur metabolism, and redox homeostasis. Thioredoxin-dependent enzymes include phosphoadenosine-phosphosulfate reductase MET16, alkyl-hydroperoxide reductase DOT5, thioredoxin peroxidases TSA1 and TSA2, alkyl hydroperoxide reductase AHP1, and peroxiredoxin HYR1. Thioredoxin is also involved in protection against reducing stress. As part of the LMA1 complex, it is involved in the facilitation of vesicle fusion such as homotypic vacuole and ER-derived COPII vesicle fusion with the Golgi. This activity does not require the redox mechanism. Through its capacity to inactivate the stress response transcription factor YAP1 and its regulator the hydroperoxide stress sensor HYR1, it is involved in feedback regulation of stress response gene expression upon oxidative stress. {ECO:0000269|PubMed:10681558, ECO:0000269|PubMed:11013218, ECO:0000269|PubMed:12410842, ECO:0000269|PubMed:12437921, ECO:0000269|PubMed:12914955, ECO:0000269|PubMed:3060034, ECO:0000269|PubMed:9015301, ECO:0000269|PubMed:9657146, ECO:0000269|PubMed:9988687}."
YPL224C	0.075700647	6.410628888	0.559785323	0.637289174	Mitochondrial metal transporter 2	AMS1 YGL156W G1861	FUNCTION: Degrades free oligosaccharides in the vacuole. {ECO:0000269|PubMed:12723970}.
YGL216W	-0.104750927	5.81288195	0.561484129	0.639102302	Kinesin-like protein KIP3	NTH2 YBR001C YBR0106	
YML009C	-0.116164458	6.966967293	0.561850154	0.639303256	"54S ribosomal protein L39, mitochondrial (Mitochondrial large ribosomal subunit protein bL33m) (YmL39)"	YDL199C D1209	
YIL118W	-0.119253596	7.593661234	0.561873106	0.639303256	GTP-binding protein RHO3	VID28 GID5 YIL017C	"FUNCTION: Has a role in the negative regulation of gluconeogenesis. Required for both proteasome-dependent and vacuolar catabolite degradation of fructose-1,6-bisphosphatase (FBPase). {ECO:0000269|PubMed:12686616}."
YLR190W	-0.088047896	8.019040917	0.563731709	0.64129676	Mitochondrial MYO2 receptor-related protein 1	VPS52 SAC2 YDR484W D8035.27	"FUNCTION: Involved in retrograde transport from early and late endosomes to late Golgi by linking the vesicle through the t-SNARE TGL1 to the Golgi, leading to the membrane fusion between late Golgi and endosomal vesicles. May also be involved in the actin cytoskeleton organization. {ECO:0000269|PubMed:10637310, ECO:0000269|PubMed:11689439, ECO:0000269|PubMed:12377769, ECO:0000269|PubMed:12446664, ECO:0000269|PubMed:12686613, ECO:0000269|PubMed:2656401}."
YER104W	-0.216766566	5.049743645	0.563915107	0.64138417	Regulator of Ty1 transposition protein 105	SHU2 YDR078C D4436	"FUNCTION: Plays a role in a RAD51/RAD54-dependent homologous recombination repair (HRR) pathway to repair MMS-induced lesions during S-phase. Required for error-free repair of spontaneous and induced DNA lesions to protect the genome from mutation. {ECO:0000269|PubMed:12972632, ECO:0000269|PubMed:15654096, ECO:0000269|PubMed:17671161, ECO:0000269|PubMed:19496932}."
YJL026W	0.113022753	7.331289266	0.564490765	0.641917611	Ribonucleoside-diphosphate reductase small chain 1 (EC 1.17.4.1) (Ribonucleotide reductase R2 subunit 1) (Ribonucleotide reductase small subunit 1)	YLR283W	
YJL202C	0.189467446	1.016380379	0.564691744	0.64202486	Putative uncharacterized protein YJL202C	MPM1 YJL066C HRE252 J1111	
YBL007C	-0.134881674	8.149109932	0.564952068	0.642199527	Actin cytoskeleton-regulatory complex protein SLA1	YDL159W-A YDL159W-B	
YAL039C	0.076399619	6.839198129	0.56516101	0.642315733	Cytochrome c heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome-c synthase)	CAB3 YKL088W	"FUNCTION: Component of the phosphopantothenoylcysteine decarboxylase (PPCDC) involved in the coenzyme A synthesis. {ECO:0000269|PubMed:19266201, ECO:0000269|PubMed:19915539}."
YHR153C	-0.163151998	3.212258899	0.56652293	0.643742027	Sporulation-specific protein 16	SNF5 SWI10 TYE4 YBR289W YBR2036	"FUNCTION: Involved in transcriptional activation. Component of the SWI/SNF complex, an ATP-dependent chromatin-remodeling complex, which is required for the positive and negative regulation of gene expression of a large number of genes. It changes chromatin structure by altering DNA-histone contacts within a nucleosome, leading eventually to a change in nucleosome position, thus facilitating or repressing binding of gene-specific transcription factors."
YDR448W	-0.074447347	5.920827168	0.566721948	0.643791338	Transcriptional adapter 2	SYM1 YLR251W	FUNCTION: May be involved in cellular response to stress. Required to maintain mitochondrial DNA (mtDNA) integrity and stability. Required for ethanol metabolism and tolerance during heat shock. {ECO:0000269|PubMed:15189984}.
YER158C	0.088618135	6.9719651	0.566780246	0.643791338	Uncharacterized protein YER158C	YPR012W YP9531.05	
YML035C	-0.169384703	7.170431654	0.566930486	0.64384049	AMP deaminase (EC 3.5.4.6) (Myoadenylate deaminase)	ECM2 SLT11 YBR065C YBR0614	"FUNCTION: Involved in pre-mRNA splicing. Facilitates the cooperative formation of U2/U6 helix II in association with stem II in the spliceosome. Binds to RNA. {ECO:0000269|PubMed:11158289, ECO:0000269|PubMed:9528778}."
YPR098C	0.131609218	6.281820536	0.567770019	0.644672277	Uncharacterized mitochondrial outer membrane protein YPR098C	NPC2 YDL046W D2699	FUNCTION: Catalyzes the intermembrane transfer of phosphatidylglycerol and phosphatidylinositol. {ECO:0000250}.
YDL108W	0.0776702	5.968040183	0.568693281	0.645511459	Serine/threonine-protein kinase KIN28 (EC 2.7.11.23)	RPN3 SUN2 YER021W	FUNCTION: Acts as a regulatory subunit of the 26S proteasome which is involved in the ATP-dependent degradation of ubiquitinated proteins.
YMR312W	0.100128014	6.451903493	0.568740801	0.645511459	Elongator complex protein 6 (Gamma-toxin target 6) (HAT-associated protein 3)	YJR111C J2009	
YDR214W	-0.165337689	8.644629781	0.568830832	0.645511459	Hsp90 co-chaperone AHA1 (Activator of Hsp90 ATPase protein 1)	CNA1 CMP1 YLR433C L9753.6	"FUNCTION: Calcium-dependent, calmodulin-stimulated protein phosphatase. This subunit may have a role in the calmodulin activation of calcineurin."
YOR162C	-0.165839402	5.92446095	0.570298265	0.647054714	Zinc finger transcription factor YRR1 (Pleiotropic drug-resistance protein 2)	HXT14 HXT9 YNL318C N0345	FUNCTION: Probable glucose transporter.
YDR245W	-0.090948681	8.133619772	0.570918987	0.647636898	"Probable alpha-1,6-mannosyltransferase MNN10 (EC 2.4.1.-) (Bud emergence delay protein 1) (Mannan polymerase II complex MNN10 subunit) (M-Pol II subunit MNN10)"	YML119W YM7056.07	
YDR079W	-0.082360456	6.080112085	0.571115546	0.647737794	"Protein PET100, mitochondrial"	YLR031W	
YOR038C	0.069123187	6.755901637	0.571421455	0.64786133	Protein HIR2 (Histone transcription regulator 2)	YNL108C N1962	
YOL103W	0.074411227	7.471909859	0.571439741	0.64786133	Myo-inositol transporter 2	YDL118W	
YJL219W	0.243488815	3.068683744	0.571687885	0.648020599	Hexose transporter HXT9	CDC53 YDL132W D2190	"FUNCTION: Core component of multiple cullin-RING-based SCF (SKP1-CUL1-F-box) E3 ubiquitin-protein ligase complexes which mediate the ubiquitination and subsequent proteasomal degradation of target proteins. As a scaffold protein may contribute to catalysis through positioning of the substrate and the ubiquitin-conjugating enzyme. The SCF complex associates with CDC34 as the E2 ubiquitin-conjugating enzyme. The functional specificity of the SCF complex depends on the type of F-box protein. SCF(CDC4) controls the G1-to-S phase transition; it directs ubiquitination of the phosphorylated CDK inhibitor SIC1 and of CDC6. SCF(CDC4) directs ubiquitination of GCN4. SCF(GRR1) directs ubiquitination of phosphorylated CLN1, CLN2 and GIC2. SCF(MET30) directs ubiquitination of MET4. SCF(DIA2) is specifically involved in the pheromone induced degradation of phosphorylated TEC1. SCF(MDM30) seems to direct ubiquitination of FZ01. Involved in the regulation of methionine biosynthesis genes. {ECO:0000269|PubMed:10213692, ECO:0000269|PubMed:16421250, ECO:0000269|PubMed:7813440, ECO:0000269|PubMed:9312054, ECO:0000269|PubMed:9346238, ECO:0000269|PubMed:9346239, ECO:0000269|PubMed:9499404, ECO:0000269|PubMed:9736614}."
YML108W	-0.099928223	5.240934375	0.572029987	0.648286291	Uncharacterized protein YML108W	YHR007C-A	
YLR404W	0.12685218	5.820867566	0.572392712	0.648464552	Seipin (Few lipid droplets protein 1)	EIS1 YMR031C YM9973.04C	"FUNCTION: Required for normal formation of eisosomes, large cytoplasmic protein assemblies that localize to specialized domains on plasma membrane and mark the site of endocytosis. {ECO:0000269|PubMed:20526336}."
YKL095W	-0.075744306	5.722450798	0.57246584	0.648464552	Protein CWC16		
YGL081W	-0.239566503	3.12215244	0.572510488	0.648464552	Uncharacterized protein YGL081W	YHR097C	
YPL179W	-0.120243318	8.345905746	0.573313662	0.649141135	Serine/threonine-protein phosphatase PPQ (EC 3.1.3.16)	RQC2 TAE2 YPL009C YP8132.04C	"FUNCTION: Component of the ribosome quality control complex (RQC), a ribosome-associated complex that mediates ubiquitination and extraction of incompletely synthesized nascent chains for proteasomal degradation (PubMed:23178123). RQC2 is responsible for selective recognition of stalled 60S subunits by recognizing an exposed, nascent chain-conjugated tRNA moiety (PubMed:25349383). RQC2 is important for the stable association of RKR1/LTN1 to the complex (PubMed:23479637). RQC2 recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of stalled nascent chains independently of mRNA or 40S subunits, leading to non-templated C-terminal Ala and Thr extensions (CAT tails). CAT tails induce a HSF1-dependent heat shock response (PubMed:25554787). {ECO:0000269|PubMed:20691087, ECO:0000269|PubMed:23178123, ECO:0000269|PubMed:23479637, ECO:0000269|PubMed:25349383, ECO:0000269|PubMed:25554787}."
YHR165W-A	0.216556097	0.165281215	0.573323521	0.649141135	Putative uncharacterized protein YHR165W-A	APC9 YLR102C	"FUNCTION: Component of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated E3 ubiquitin-protein ligase complex that controls progression through mitosis and the G1 phase of the cell cycle. The APC/C is thought to confer substrate specificity and, in the presence of ubiquitin-conjugating E2 enzymes, it catalyzes the formation of protein-ubiquitin conjugates that are subsequently degraded by the 26S proteasome. In early mitosis, the APC/C is activated by CDC20 and targets securin PDS1, the B-type cyclin CLB5, and other anaphase inhibitory proteins for proteolysis, thereby triggering the separation of sister chromatids at the metaphase-to-anaphase transition. In late mitosis and in G1, degradation of CLB5 allows activation of the APC/C by CDH1, which is needed to destroy CDC20 and the B-type cyclin CLB2 to allow exit from mitosis and creating the low CDK state necessary for cytokinesis and for reforming prereplicative complexes in G1 prior to another round of replication. {ECO:0000269|PubMed:9469814}."
