Sequence Name,Annotation GO Term
KMXK0H02900,replicative cell aging
KMXK0H03100,replicative cell aging
KMXK0D01750,replicative senescence
KMXK0A05900,resolution of meiotic recombination intermediates
KMXK0B05950,resolution of meiotic recombination intermediates
KMXK0F01950,resolution of meiotic recombination intermediates
KMXK0G02170,resolution of meiotic recombination intermediates
KMXK0B03650,resolution of recombination intermediates
KMXK0H00730,resolution of recombination intermediates
KMXK0A01800,respiratory chain complex IV assembly
KMXK0C01630,response to acid chemical
KMXK0C06090,response to acid chemical
KMXK0C06150,response to acid chemical
KMXK0D04690,response to acid chemical
KMXK0E00990,response to acid chemical
KMXK0H03260,response to acid chemical
KMXK0E06150,response to aluminum ion
KMXK0E01050,response to amino acid
KMXK0E02600,response to amino acid
KMXK0E05110,response to amino acid
KMXK0B04170,response to antibiotic
KMXK0B07760,response to antibiotic
KMXK0D02690,response to antibiotic
KMXK0F05440,response to antibiotic
KMXK0H00530,response to antibiotic
KMXK0B06630,response to arsenic-containing substance
KMXK0D02030,response to arsenic-containing substance
KMXK0D03610,response to arsenic-containing substance
KMXK0G04150,response to arsenic-containing substance
KMXK0E00660,response to biotic stimulus
KMXK0D02040,response to cadmium ion
KMXK0D03610,response to cadmium ion
KMXK0D04030,response to cadmium ion
KMXK0G03640,response to cadmium ion
KMXK0F03820,response to copper ion
KMXK0B04170,response to cycloheximide
KMXK0B07760,response to cycloheximide
KMXK0D02690,response to cycloheximide
KMXK0A01870,response to drug
KMXK0A02200,response to drug
KMXK0A07400,response to drug
KMXK0D03370,response to drug
KMXK0D04880,response to drug
KMXK0E06170,response to drug
KMXK0F03830,response to drug
KMXK0H04100,response to drug
KMXK0A02030,response to endoplasmic reticulum stress
KMXK0B06230,response to endoplasmic reticulum stress
KMXK0D02030,response to endoplasmic reticulum stress
KMXK0F01420,response to glucose
KMXK0F01910,response to glucose
KMXK0B03580,response to heat
KMXK0B06630,response to heat
KMXK0B07200,response to heat
KMXK0B07830,response to heat
KMXK0C01430,response to heat
KMXK0C02420,response to heat
KMXK0D02210,response to heat
KMXK0E04120,response to heat
KMXK0E05130,response to heat
KMXK0G00460,response to heat
KMXK0G01820,response to heat
KMXK0G02910,response to heat
KMXK0C01570,response to hydrogen peroxide
KMXK0E06260,response to hydrogen peroxide
KMXK0D06030,response to hydroperoxide
KMXK0B00460,response to hypoxia
KMXK0B06630,response to metal ion
KMXK0D02010,response to metal ion
KMXK0A00630,response to nutrient
KMXK0C01630,response to nutrient
KMXK0A03310,response to osmotic stress
KMXK0B01130,response to osmotic stress
KMXK0B01610,response to osmotic stress
KMXK0B02200,response to osmotic stress
KMXK0B07350,response to osmotic stress
KMXK0C03600,response to osmotic stress
KMXK0C06090,response to osmotic stress
KMXK0C07270,response to osmotic stress
KMXK0D00900,response to osmotic stress
KMXK0E04120,response to osmotic stress
KMXK0E05100,response to osmotic stress
KMXK0H01830,response to osmotic stress
KMXK0H04170,response to osmotic stress
KMXK0B01360,response to oxidative stress
KMXK0E02630,response to oxidative stress
KMXK0E03250,response to oxidative stress
KMXK0E03700,response to oxidative stress
KMXK0D04490,response to pH
KMXK0A04440,response to pheromone
KMXK0B04270,response to pheromone
KMXK0C00620,response to pheromone
KMXK0D00380,response to pheromone
KMXK0F01330,response to pheromone
KMXK0D00750,response to pheromone triggering conjugation with cellular fusion
KMXK0E03230,response to pheromone triggering conjugation with cellular fusion
KMXK0A01800,response to redox state
KMXK0A00970,response to salt stress
KMXK0A07610,response to salt stress
KMXK0C01120,response to salt stress
KMXK0C02420,response to salt stress
KMXK0F02270,response to salt stress
KMXK0F03340,response to salt stress
KMXK0A03310,response to singlet oxygen
KMXK0A05300,response to singlet oxygen
KMXK0B01130,response to starvation
KMXK0E00660,response to starvation
KMXK0A04080,response to stimulus
KMXK0C04410,response to stimulus
KMXK0D03150,response to stimulus
KMXK0D05550,response to stimulus
KMXK0A00300,response to stress
KMXK0A01280,response to stress
KMXK0A04590,response to stress
KMXK0A05260,response to stress
KMXK0A06710,response to stress
KMXK0B02970,response to stress
KMXK0B04280,response to stress
KMXK0B04290,response to stress
KMXK0B04700,response to stress
KMXK0B07440,response to stress
KMXK0B07660,response to stress
KMXK0C01270,response to stress
KMXK0C02470,response to stress
KMXK0C04130,response to stress
KMXK0C06540,response to stress
KMXK0D00340,response to stress
KMXK0D00750,response to stress
KMXK0D01290,response to stress
KMXK0D04800,response to stress
KMXK0D06580,response to stress
KMXK0E01230,response to stress
KMXK0E01320,response to stress
KMXK0E02770,response to stress
KMXK0E05410,response to stress
KMXK0F00610,response to stress
KMXK0F03300,response to stress
KMXK0F04220,response to stress
KMXK0F05620,response to stress
KMXK0G00960,response to stress
KMXK0G01070,response to stress
KMXK0G02190,response to stress
KMXK0G03730,response to stress
KMXK0H03260,response to temperature stimulus
KMXK0G00520,response to toxic substance
KMXK0A05410,response to unfolded protein
KMXK0B07070,response to unfolded protein
KMXK0D04230,response to unfolded protein
KMXK0E01940,response to unfolded protein
KMXK0F03790,response to unfolded protein
KMXK0C02890,response to UV
KMXK0D03770,response to UV-B
KMXK0D03770,response to UV-C
KMXK0A03720,response to xenobiotic stimulus
KMXK0A00310,retrograde protein transport, ER to cytosol
KMXK0A00870,retrograde protein transport, ER to cytosol
KMXK0A07420,retrograde protein transport, ER to cytosol
KMXK0B04370,retrograde protein transport, ER to cytosol
KMXK0F00780,retrograde protein transport, ER to cytosol
KMXK0H02510,retrograde protein transport, ER to cytosol
KMXK0A02370,retrograde transport, endosome to Golgi
KMXK0A03500,retrograde transport, endosome to Golgi
KMXK0A06890,retrograde transport, endosome to Golgi
KMXK0B05700,retrograde transport, endosome to Golgi
KMXK0B05770,retrograde transport, endosome to Golgi
KMXK0B05970,retrograde transport, endosome to Golgi
KMXK0B07140,retrograde transport, endosome to Golgi
KMXK0C02690,retrograde transport, endosome to Golgi
KMXK0D00790,retrograde transport, endosome to Golgi
KMXK0D02200,retrograde transport, endosome to Golgi
KMXK0E02620,retrograde transport, endosome to Golgi
KMXK0F00210,retrograde transport, endosome to Golgi
KMXK0G00490,retrograde transport, endosome to Golgi
KMXK0H01330,retrograde transport, endosome to Golgi
KMXK0B03570,retrograde transport, vesicle recycling within Golgi
KMXK0C03690,retrograde transport, vesicle recycling within Golgi
KMXK0H02910,retrograde transport, vesicle recycling within Golgi
KMXK0A01110,retrograde vesicle-mediated transport, Golgi to ER
KMXK0A03940,retrograde vesicle-mediated transport, Golgi to ER
KMXK0A04250,retrograde vesicle-mediated transport, Golgi to ER
KMXK0A07320,retrograde vesicle-mediated transport, Golgi to ER
KMXK0B02590,retrograde vesicle-mediated transport, Golgi to ER
KMXK0B04250,retrograde vesicle-mediated transport, Golgi to ER
KMXK0B06250,retrograde vesicle-mediated transport, Golgi to ER
KMXK0B06630,retrograde vesicle-mediated transport, Golgi to ER
KMXK0C04810,retrograde vesicle-mediated transport, Golgi to ER
KMXK0D02110,retrograde vesicle-mediated transport, Golgi to ER
KMXK0D03510,retrograde vesicle-mediated transport, Golgi to ER
KMXK0D05870,retrograde vesicle-mediated transport, Golgi to ER
KMXK0E00490,retrograde vesicle-mediated transport, Golgi to ER
KMXK0E01520,retrograde vesicle-mediated transport, Golgi to ER
KMXK0E04000,retrograde vesicle-mediated transport, Golgi to ER
KMXK0E05640,retrograde vesicle-mediated transport, Golgi to ER
KMXK0E05840,retrograde vesicle-mediated transport, Golgi to ER
KMXK0F01600,retrograde vesicle-mediated transport, Golgi to ER
KMXK0F04980,retrograde vesicle-mediated transport, Golgi to ER
KMXK0G02850,retrograde vesicle-mediated transport, Golgi to ER
KMXK0H00510,retrograde vesicle-mediated transport, Golgi to ER
KMXK0H01440,retrograde vesicle-mediated transport, Golgi to ER
KMXK0H01920,retrograde vesicle-mediated transport, Golgi to ER
KMXK0H03970,retrograde vesicle-mediated transport, Golgi to ER
KMXK0B07560,Rho protein signal transduction
KMXK0C01730,Rho protein signal transduction
KMXK0E04120,Rho protein signal transduction
KMXK0G02910,Rho protein signal transduction
KMXK0B06430,riboflavin biosynthetic process
KMXK0C05170,riboflavin biosynthetic process
KMXK0D02480,riboflavin biosynthetic process
KMXK0E02730,riboflavin biosynthetic process
KMXK0E04690,riboflavin biosynthetic process
KMXK0E05380,riboflavin biosynthetic process
KMXK0F02930,riboflavin biosynthetic process
KMXK0H03470,riboflavin biosynthetic process
KMXK0B03410,riboflavin transport
KMXK0A06790,ribonucleoside monophosphate biosynthetic process
KMXK0D05500,ribonucleoside monophosphate biosynthetic process
KMXK0F02520,ribonucleoside monophosphate biosynthetic process
KMXK0G03670,ribonucleoside monophosphate biosynthetic process
KMXK0B04420,ribophagy
KMXK0F00780,ribophagy
KMXK0H04100,ribophagy
KMXK0F05610,ribose phosphate biosynthetic process
KMXK0G03050,ribose phosphate metabolic process
KMXK0A04200,ribosomal large subunit assembly
KMXK0B01390,ribosomal large subunit assembly
KMXK0B03540,ribosomal large subunit assembly
KMXK0B04240,ribosomal large subunit assembly
KMXK0B07540,ribosomal large subunit assembly
KMXK0B08130,ribosomal large subunit assembly
KMXK0C00640,ribosomal large subunit assembly
KMXK0C02640,ribosomal large subunit assembly
KMXK0C05450,ribosomal large subunit assembly
KMXK0C06630,ribosomal large subunit assembly
KMXK0C07190,ribosomal large subunit assembly
KMXK0D01960,ribosomal large subunit assembly
KMXK0D02660,ribosomal large subunit assembly
KMXK0D04150,ribosomal large subunit assembly
KMXK0D04650,ribosomal large subunit assembly
KMXK0D05240,ribosomal large subunit assembly
KMXK0E02060,ribosomal large subunit assembly
KMXK0E04680,ribosomal large subunit assembly
KMXK0F02030,ribosomal large subunit assembly
KMXK0F04220,ribosomal large subunit assembly
KMXK0F04280,ribosomal large subunit assembly
KMXK0F04320,ribosomal large subunit assembly
KMXK0H00360,ribosomal large subunit assembly
KMXK0H01980,ribosomal large subunit assembly
KMXK0H03580,ribosomal large subunit assembly
KMXK0H04480,ribosomal large subunit assembly
KMXK0A00510,ribosomal large subunit biogenesis
KMXK0A01980,ribosomal large subunit biogenesis
KMXK0A05280,ribosomal large subunit biogenesis
KMXK0A07340,ribosomal large subunit biogenesis
KMXK0B02480,ribosomal large subunit biogenesis
KMXK0C00890,ribosomal large subunit biogenesis
KMXK0C02190,ribosomal large subunit biogenesis
KMXK0C02970,ribosomal large subunit biogenesis
KMXK0D02750,ribosomal large subunit biogenesis
KMXK0D03930,ribosomal large subunit biogenesis
KMXK0D04880,ribosomal large subunit biogenesis
KMXK0E00800,ribosomal large subunit biogenesis
KMXK0E03900,ribosomal large subunit biogenesis
KMXK0E06140,ribosomal large subunit biogenesis
KMXK0F03420,ribosomal large subunit biogenesis
KMXK0F03670,ribosomal large subunit biogenesis
KMXK0F03960,ribosomal large subunit biogenesis
