W29 Uniprot	Annotation GO ID	Annotation GO Term	Annotation GO Category
A0A1H6PX41	GO:0046540	U4/U6 x U5 tri-snRNP complex	Cellular Component
A0A1H6PX41	GO:0071011	precatalytic spliceosome	Cellular Component
A0A1H6PX41	GO:0071013	catalytic step 2 spliceosome	Cellular Component
A0A1H6PX41	GO:0071014	post-mRNA release spliceosomal complex	Cellular Component
A0A1D8NQ28	GO:0004777	succinate-semialdehyde dehydrogenase (NAD+) activity	Molecular Function
A0A1D8NQ28	GO:0005739	mitochondrion	Cellular Component
A0A1D8NQ28	GO:0006540	glutamate decarboxylation to succinate	Biological Process
A0A1D8NQ28	GO:0009013	succinate-semialdehyde dehydrogenase [NAD(P)+] activity	Molecular Function
A0A1D8NQ28	GO:0009450	gamma-aminobutyric acid catabolic process	Biological Process
A0A1D8NQ28	GO:0051287	NAD binding	Molecular Function
A0A1D8NQ28	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8N9V7	GO:0000082	G1/S transition of mitotic cell cycle	Biological Process
A0A1D8N9V7	GO:0000086	G2/M transition of mitotic cell cycle	Biological Process
A0A1D8N9V7	GO:0000209	protein polyubiquitination	Biological Process
A0A1D8N9V7	GO:0005524	ATP binding	Molecular Function
A0A1D8N9V7	GO:0005634	nucleus	Cellular Component
A0A1D8N9V7	GO:0005737	cytoplasm	Cellular Component
A0A1D8N9V7	GO:0006260	DNA replication	Biological Process
A0A1D8N9V7	GO:0016874	ligase activity	Molecular Function
A0A1D8N9V7	GO:0019005	SCF ubiquitin ligase complex	Cellular Component
A0A1D8N9V7	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8N9V7	GO:0031625	ubiquitin protein ligase binding	Molecular Function
A0A1D8N9V7	GO:0042803	protein homodimerization activity	Molecular Function
A0A1D8N9V7	GO:0051301	cell division	Biological Process
A0A1D8N9V7	GO:0051865	protein autoubiquitination	Biological Process
A0A1D8N9V7	GO:0061630	ubiquitin protein ligase activity	Molecular Function
A0A1H6PI79	GO:0004806	triglyceride lipase activity	Molecular Function
A0A1H6PI79	GO:0006629	lipid metabolic process	Biological Process
A0A1H6PT42	GO:0003676	nucleic acid binding	Molecular Function
A0A1H6PT42	GO:0004842	ubiquitin-protein transferase activity	Molecular Function
A0A1H6PT42	GO:0005634	nucleus	Cellular Component
A0A1H6PT42	GO:0010390	histone monoubiquitination	Biological Process
A0A1H6PT42	GO:0046872	metal ion binding	Molecular Function
A0A1H6Q2T9	GO:0003677	DNA binding	Molecular Function
A0A1H6Q2T9	GO:0003700	DNA-binding transcription factor activity	Molecular Function
A0A1H6Q2T9	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1H6Q2T9	GO:0016602	CCAAT-binding factor complex	Cellular Component
A0A1D8NPK5	GO:0005737	cytoplasm	Cellular Component
A0A1D8NPK5	GO:0016740	transferase activity	Molecular Function
A0A1D8NPK5	GO:0017183	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	Biological Process
A0A1H6PYE9			
A0A1H6PHU8	GO:0004747	ribokinase activity	Molecular Function
A0A1H6PHU8	GO:0005524	ATP binding	Molecular Function
A0A1H6PHU8	GO:0005634	nucleus	Cellular Component
A0A1H6PHU8	GO:0005737	cytoplasm	Cellular Component
A0A1H6PHU8	GO:0019303	D-ribose catabolic process	Biological Process
A0A1H6PHU8	GO:0046835	carbohydrate phosphorylation	Biological Process
A0A1H6PHU8	GO:0046872	metal ion binding	Molecular Function
A0A1D8NCR2	GO:0000387	spliceosomal snRNP assembly	Biological Process
A0A1D8NCR2	GO:0000395	mRNA 5'-splice site recognition	Biological Process
A0A1D8NCR2	GO:0003723	RNA binding	Molecular Function
A0A1D8NCR2	GO:0005682	U5 snRNP	Cellular Component
A0A1D8NCR2	GO:0005685	U1 snRNP	Cellular Component
A0A1D8NCR2	GO:0005686	U2 snRNP	Cellular Component
A0A1D8NCR2	GO:0005687	U4 snRNP	Cellular Component
A0A1D8NCR2	GO:0005737	cytoplasm	Cellular Component
A0A1D8NCR2	GO:0046540	U4/U6 x U5 tri-snRNP complex	Cellular Component
A0A1D8NCR2	GO:0071004	U2-type prespliceosome	Cellular Component
A0A1D8NCR2	GO:0071011	precatalytic spliceosome	Cellular Component
A0A1D8NCR2	GO:0071014	post-mRNA release spliceosomal complex	Cellular Component
A0A1D8NCR2	GO:1990935	splicing factor binding	Molecular Function
A0A1D8NQE2	GO:0000387	spliceosomal snRNP assembly	Biological Process
A0A1D8NQE2	GO:0000974	Prp19 complex	Cellular Component
A0A1D8NQE2	GO:0017070	U6 snRNA binding	Molecular Function
A0A1D8NQE2	GO:0033120	positive regulation of RNA splicing	Biological Process
A0A1D8NQE2	GO:0036002	pre-mRNA binding	Molecular Function
A0A1D8NQE2	GO:0045292	mRNA cis splicing, via spliceosome	Biological Process
A0A1D8NQE2	GO:0045787	positive regulation of cell cycle	Biological Process
A0A1D8NQE2	GO:0046872	metal ion binding	Molecular Function
A0A1D8NQE2	GO:0071006	U2-type catalytic step 1 spliceosome	Cellular Component
A0A1D8NQE2	GO:0071007	U2-type catalytic step 2 spliceosome	Cellular Component
A0A1D8NQJ2	GO:0003723	RNA binding	Molecular Function
A0A1D8NQJ2	GO:0005688	U6 snRNP	Cellular Component
A0A1D8NQJ2	GO:0005689	U12-type spliceosomal complex	Cellular Component
A0A1D8NQJ2	GO:0006396	RNA processing	Biological Process
A0A1D8NQJ2	GO:0016071	mRNA metabolic process	Biological Process
A0A1D8NQJ2	GO:0071004	U2-type prespliceosome	Cellular Component
A0A1D8NQJ2	GO:0071013	catalytic step 2 spliceosome	Cellular Component
A0A1D8NQJ2	GO:0097526	spliceosomal tri-snRNP complex	Cellular Component
A0A1D8NQJ2	GO:1990726	Lsm1-7-Pat1 complex	Cellular Component
A0A1D8NNG4	GO:0000070	mitotic sister chromatid segregation	Biological Process
A0A1D8NNG4	GO:1902412	regulation of mitotic cytokinesis	Biological Process
A0A1D8NLW5	GO:0000287	magnesium ion binding	Molecular Function
A0A1D8NLW5	GO:0004450	isocitrate dehydrogenase (NADP+) activity	Molecular Function
A0A1D8NLW5	GO:0006099	tricarboxylic acid cycle	Biological Process
A0A1D8NLW5	GO:0006102	isocitrate metabolic process	Biological Process
A0A1D8NLW5	GO:0006537	glutamate biosynthetic process	Biological Process
A0A1D8NLW5	GO:0042645	mitochondrial nucleoid	Cellular Component
A0A1D8NLW5	GO:0051287	NAD binding	Molecular Function
A0A1D8N7D7	GO:0000149	SNARE binding	Molecular Function
A0A1D8N7D7	GO:0005484	SNAP receptor activity	Molecular Function
A0A1D8N7D7	GO:0005768	endosome	Cellular Component
A0A1D8N7D7	GO:0006886	intracellular protein transport	Biological Process
A0A1D8N7D7	GO:0006887	exocytosis	Biological Process
A0A1D8N7D7	GO:0006906	vesicle fusion	Biological Process
A0A1D8N7D7	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N7D7	GO:0031201	SNARE complex	Cellular Component
A0A1D8N7D7	GO:0032120	ascospore-type prospore membrane assembly	Biological Process
A0A1D8N7D7	GO:0032153	cell division site	Cellular Component
A0A1D8N7D7	GO:0044853	plasma membrane raft	Cellular Component
A0A1D8N7D7	GO:0048278	vesicle docking	Biological Process
A0A1D8N7D7	GO:0051286	cell tip	Cellular Component
A0A1D8N7D7	GO:0070056	prospore membrane leading edge	Cellular Component
A0A1D8N7D7	GO:0070057	prospore membrane spindle pole body attachment site	Cellular Component
A0A1D8N7D7	GO:0099097	prospore membrane biogenesis	Biological Process
A0A1D8NCQ9	GO:0005524	ATP binding	Molecular Function
A0A1D8NCQ9	GO:0005739	mitochondrion	Cellular Component
A0A1D8NCQ9	GO:0009396	folic acid-containing compound biosynthetic process	Biological Process
A0A1D8NCQ9	GO:0030272	5-formyltetrahydrofolate cyclo-ligase activity	Molecular Function
A0A1D8NCQ9	GO:0035999	tetrahydrofolate interconversion	Biological Process
A0A1D8NCQ9	GO:0046872	metal ion binding	Molecular Function
A0A1D8NL59	GO:0005777	peroxisome	Cellular Component
A0A1D8NL59	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NIY7	GO:0003677	DNA binding	Molecular Function
A0A1D8NBD1	GO:0004084	branched-chain-amino-acid transaminase activity	Molecular Function
A0A1D8NBD1	GO:0005739	mitochondrion	Cellular Component
A0A1D8NBD1	GO:0009098	leucine biosynthetic process	Biological Process
A0A1D8NBD1	GO:0009099	valine biosynthetic process	Biological Process
A0A1D8N5D6			
A0A1D8N7M8	GO:0004181	metallocarboxypeptidase activity	Molecular Function
A0A1D8N7M8	GO:0005615	extracellular space	Cellular Component
A0A1D8N7M8	GO:0006508	proteolysis	Biological Process
A0A1D8N7M8	GO:0008270	zinc ion binding	Molecular Function
A0A1D8NMS2	GO:0004617	phosphoglycerate dehydrogenase activity	Molecular Function
A0A1D8NMS2	GO:0006564	L-serine biosynthetic process	Biological Process
A0A1D8NMS2	GO:0051287	NAD binding	Molecular Function
A0A1D8NMS2	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8NND0	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NND0	GO:0055085	transmembrane transport	Biological Process
A0A1D8NIP9	GO:0005524	ATP binding	Molecular Function
A0A1D8NIP9	GO:0006869	lipid transport	Biological Process
A0A1D8NIP9	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NIP9	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	Molecular Function
A0A1D8NIP9	GO:0043231	intracellular membrane-bounded organelle	Cellular Component
A0A1D8NIP9	GO:0055085	transmembrane transport	Biological Process
A0A1D8NEZ6	GO:0006417	regulation of translation	Biological Process
A0A1D8NEZ6	GO:0019887	protein kinase regulator activity	Molecular Function
A0A1D8NEZ6	GO:0019901	protein kinase binding	Molecular Function
A0A1D8NEZ6	GO:0033554	cellular response to stress	Biological Process
A0A1D8NEZ6	GO:0033674	positive regulation of kinase activity	Biological Process
A0A1D8NEZ6	GO:0043022	ribosome binding	Molecular Function
A0A1D8NEZ6	GO:0045859	regulation of protein kinase activity	Biological Process
A0A1D8N4R6			
A0A1D8NGA4	GO:0003677	DNA binding	Molecular Function
A0A1D8NGA4	GO:0003917	DNA topoisomerase type I activity	Molecular Function
A0A1D8NGA4	GO:0005730	nucleolus	Cellular Component
A0A1D8NGA4	GO:0005829	cytosol	Cellular Component
A0A1D8NGA4	GO:0006260	DNA replication	Biological Process
A0A1D8NGA4	GO:0006265	DNA topological change	Biological Process
A0A1D8NGA4	GO:0006338	chromatin remodeling	Biological Process
A0A1D8NGA4	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1D8NGA4	GO:0007059	chromosome segregation	Biological Process
A0A1D8NGA4	GO:0009405	pathogenesis	Biological Process
A0A1D8NGA4	GO:0030448	hyphal growth	Biological Process
A0A1D8NGA4	GO:0031298	replication fork protection complex	Cellular Component
A0A1D8NGS1			
A0A1D8ND74			
A0A1D8N3X7			
A0A1D8N6L1	GO:0005671	Ada2/Gcn5/Ada3 transcription activator complex	Cellular Component
A0A1D8N7Y1	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NLR1	GO:0000836	Hrd1p ubiquitin ligase complex	Cellular Component
A0A1D8NLR1	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NLR1	GO:0016567	protein ubiquitination	Biological Process
A0A1D8NLR1	GO:0030433	ubiquitin-dependent ERAD pathway	Biological Process
A0A1D8NLR1	GO:0061630	ubiquitin protein ligase activity	Molecular Function
A0A1H6PLZ0	GO:0004197	cysteine-type endopeptidase activity	Molecular Function
A0A1H6PLZ0	GO:0004222	metalloendopeptidase activity	Molecular Function
A0A1H6PLZ0	GO:0030176	integral component of endoplasmic reticulum membrane	Cellular Component
A0A1H6PLZ0	GO:0071586	CAAX-box protein processing	Biological Process
A0A1D8NIZ4	GO:0005634	nucleus	Cellular Component
A0A1D8NIZ4	GO:0006406	mRNA export from nucleus	Biological Process
A0A1D8NIZ4	GO:0019919	peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	Biological Process
A0A1D8NIZ4	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	Biological Process
A0A1D8NIZ4	GO:0035241	protein-arginine omega-N monomethyltransferase activity	Molecular Function
A0A1D8NIZ4	GO:0035242	protein-arginine omega-N asymmetric methyltransferase activity	Molecular Function
A0A1D8NIZ4	GO:0042802	identical protein binding	Molecular Function
A0A1D8NIZ4	GO:0060567	negative regulation of DNA-templated transcription, termination	Biological Process
A0A1D8N8J7	GO:0009922	fatty acid elongase activity	Molecular Function
A0A1D8N8J7	GO:0019367	fatty acid elongation, saturated fatty acid	Biological Process
A0A1D8N8J7	GO:0030148	sphingolipid biosynthetic process	Biological Process
A0A1D8N8J7	GO:0030176	integral component of endoplasmic reticulum membrane	Cellular Component
A0A1D8N8J7	GO:0034625	fatty acid elongation, monounsaturated fatty acid	Biological Process
A0A1D8N8J7	GO:0034626	fatty acid elongation, polyunsaturated fatty acid	Biological Process
A0A1D8N8J7	GO:0042761	very long-chain fatty acid biosynthetic process	Biological Process
A0A1D8N8J7	GO:0102336	3-oxo-arachidoyl-CoA synthase activity	Molecular Function
A0A1D8N8J7	GO:0102337	3-oxo-cerotoyl-CoA synthase activity	Molecular Function
A0A1D8N8J7	GO:0102338	3-oxo-lignoceronyl-CoA synthase activity	Molecular Function
A0A1D8N8J7	GO:0102756	very-long-chain 3-ketoacyl-CoA synthase activity	Molecular Function
A0A1D8NK64	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1D8NK64	GO:0008521	acetyl-CoA transmembrane transporter activity	Molecular Function
A0A1D8NK64	GO:0015295	solute:proton symporter activity	Molecular Function
A0A1D8NK64	GO:0015876	acetyl-CoA transport	Biological Process
A0A1D8NK64	GO:1902600	proton transmembrane transport	Biological Process
A0A1D8NL89	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NIH9	GO:0004169	dolichyl-phosphate-mannose-protein mannosyltransferase activity	Molecular Function
A0A1D8NIH9	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NIH9	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NIH9	GO:0035269	protein O-linked mannosylation	Biological Process
A0A1D8NIH9	GO:0071712	ER-associated misfolded protein catabolic process	Biological Process
A0A1D8NIH9	GO:0097582	dolichyl-phosphate-mannose-protein mannosyltransferase Pmt1p-Pmt2p dimer complex	Cellular Component
A0A1D8N9Y7	GO:0003844	1,4-alpha-glucan branching enzyme activity	Molecular Function
A0A1D8N9Y7	GO:0004553	hydrolase activity, hydrolyzing O-glycosyl compounds	Molecular Function
A0A1D8N9Y7	GO:0005978	glycogen biosynthetic process	Biological Process
A0A1D8N9Y7	GO:0043169	cation binding	Molecular Function
A0A1D8N9Y7	GO:0102752	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)	Molecular Function
A0A1H6PT65	GO:0003824	catalytic activity	Molecular Function
A0A1H6PT65	GO:0008152	metabolic process	Biological Process
A0A1H6PT65	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N9S3			
A0A1D8N6P5	GO:0005351	carbohydrate:proton symporter activity	Molecular Function
A0A1D8N6P5	GO:0005355	glucose transmembrane transporter activity	Molecular Function
A0A1D8N6P5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N6P5	GO:0046323	glucose import	Biological Process
A0A1D8N6P5	GO:1902600	proton transmembrane transport	Biological Process
A0A1D8NHV8			
A0A1H6PU52	GO:0000182	rDNA binding	Molecular Function
A0A1H6PU52	GO:0000398	mRNA splicing, via spliceosome	Biological Process
A0A1H6PU52	GO:0000776	kinetochore	Cellular Component
A0A1H6PU52	GO:0000993	RNA polymerase II complex binding	Molecular Function
A0A1H6PU52	GO:0003727	single-stranded RNA binding	Molecular Function
A0A1H6PU52	GO:0003746	translation elongation factor activity	Molecular Function
A0A1H6PU52	GO:0005724	nuclear telomeric heterochromatin	Cellular Component
A0A1H6PU52	GO:0006342	chromatin silencing	Biological Process
A0A1H6PU52	GO:0006370	7-methylguanosine mRNA capping	Biological Process
A0A1H6PU52	GO:0006414	translational elongation	Biological Process
A0A1H6PU52	GO:0007059	chromosome segregation	Biological Process
A0A1H6PU52	GO:0008270	zinc ion binding	Molecular Function
A0A1H6PU52	GO:0008298	intracellular mRNA localization	Biological Process
A0A1H6PU52	GO:0031934	mating-type region heterochromatin	Cellular Component
A0A1H6PU52	GO:0032044	DSIF complex	Cellular Component
A0A1H6PU52	GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	Biological Process
A0A1H6PU52	GO:0033553	rDNA heterochromatin	Cellular Component
A0A1H6PU52	GO:0044877	protein-containing complex binding	Molecular Function
A0A1H6PU52	GO:0090262	regulation of transcription-coupled nucleotide-excision repair	Biological Process
A0A1H6PU52	GO:2000232	regulation of rRNA processing	Biological Process
A0A1H6PU52	GO:2001208	negative regulation of transcription elongation by RNA polymerase I	Biological Process
A0A1H6PU52	GO:2001209	positive regulation of transcription elongation from RNA polymerase I promoter	Biological Process
A0A1D8N401	GO:0003676	nucleic acid binding	Molecular Function
A0A1D8N401	GO:0008270	zinc ion binding	Molecular Function
A0A1D8NAU4			
A0A1D8NKA3			
A0A1D8NKT4	GO:0016787	hydrolase activity	Molecular Function
A0A1D8NB66			
A0A1D8NPT2	GO:0003746	translation elongation factor activity	Molecular Function
A0A1D8NPT2	GO:0003924	GTPase activity	Molecular Function
A0A1D8NPT2	GO:0005525	GTP binding	Molecular Function
A0A1D8NPT2	GO:0005739	mitochondrion	Cellular Component
A0A1D8NPT2	GO:0070125	mitochondrial translational elongation	Biological Process
A0A1H6PRY4	GO:0005524	ATP binding	Molecular Function
A0A1H6PRY4	GO:0005886	plasma membrane	Cellular Component
A0A1H6PRY4	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PRY4	GO:0042626	ATPase activity, coupled to transmembrane movement of substances	Molecular Function
A0A1H6PRY4	GO:0055085	transmembrane transport	Biological Process
A0A1D8NBL9	GO:0003924	GTPase activity	Molecular Function
A0A1D8NBL9	GO:0006281	DNA repair	Biological Process
A0A1D8NBL9	GO:0016887	ATPase activity	Molecular Function
A0A1D8NBL9	GO:0034599	cellular response to oxidative stress	Biological Process
A0A1D8NBS2			
A0A1D8ND90			
A0A1D8NGD8	GO:0003677	DNA binding	Molecular Function
