"ensembl_gene_id","name_1006"
"YIL177C","biological_process"
"YIL177C","metabolic process"
"YHR210C","carbohydrate metabolic process"
"YHR210C","biological_process"
"YHR210C","hexose metabolic process"
"YHL048W","biological_process"
"YHL002W","intracellular protein transport"
"YHL002W","protein targeting to vacuole"
"YHL002W","late endosome to vacuole transport"
"YBR089C-A","RNA polymerase III transcriptional preinitiation complex assembly"
"YBR089C-A","cellular response to DNA damage stimulus"
"YBR089C-A","chromatin remodeling"
"YBR089C-A","transcription, DNA-templated"
"YBR089C-A","regulation of transcription, DNA-templated"
"YBR089C-A","DNA repair"
"YBR089C-A","transcription from RNA polymerase II promoter"
"YBR089C-A","maintenance of transcriptional fidelity during DNA-templated transcription elongation from RNA polymerase III promoter"
"YGR274C","regulation of transcription, DNA-templated"
"YGR274C","RNA polymerase II transcriptional preinitiation complex assembly"
"YGR274C","transcription from RNA polymerase II promoter"
"YGR274C","histone acetylation"
"YFL007W","protein catabolic process"
"YFL007W","proteasome assembly"
"YFL007W","cellular response to DNA damage stimulus"
"YFL007W","DNA repair"
"YFL007W","histone exchange"
"YFL007W","proteasomal ubiquitin-independent protein catabolic process"
"YFL007W","proteasome core complex import into nucleus"
"YFL007W","sequestration of proteasome core complex in proteasome storage granule"
"YFL007W","regulation of proteasomal protein catabolic process"
"YFL007W","positive regulation of peptidase activity"
"YOR181W","actin polymerization or depolymerization"
"YOR181W","positive regulation of actin filament bundle assembly"
"YOR181W","bipolar cellular bud site selection"
"YOR181W","actin filament organization"
"YOR181W","response to osmotic stress"
"YOR181W","actin cortical patch localization"
"YOR181W","endocytosis"
"YOR181W","cytokinesis"
"YOR181W","actin nucleation"
"YOR181W","actin filament polymerization"
"YOR181W","positive regulation of Arp2/3 complex-mediated actin nucleation"
"YPR185W","activation of protein kinase activity"
"YPR185W","piecemeal microautophagy of nucleus"
"YPR185W","protein localization by the Cvt pathway"
"YPR185W","macroautophagy"
"YPR185W","autophagy"
"YPR185W","autophagy of mitochondrion"
"YPR185W","protein transport"
"YPR185W","transport"
"YPR185W","late nucleophagy"
"YPR185W","protein localization to pre-autophagosomal structure"
"YGR280C","rRNA processing"
"YGR280C","positive regulation of catalytic activity"
"YGR280C","negative regulation of telomere maintenance via telomerase"
"YGR280C","box C/D snoRNA 3'-end processing"
"YGR280C","negative regulation of telomerase activity"
"YML114C","regulation of transcription, DNA-templated"
"YML114C","RNA polymerase II transcriptional preinitiation complex assembly"
"YML114C","transcription from RNA polymerase II promoter"
"YJL225C","biological_process"
"YJL225C","metabolic process"
"YDR153C","Golgi to endosome transport"
"YDR153C","late endosome to vacuole transport via multivesicular body sorting pathway"
"YDR153C","early endosome to Golgi transport"
"YDR153C","protein transport"
"YDR153C","transport"
"YLR244C","protein initiator methionine removal involved in protein maturation"
"YLR244C","negative regulation of gene expression"
"YLR244C","cellular process"
"YLR244C","proteolysis"
"YLR329W","reciprocal meiotic recombination"
"YLR329W","meiotic DNA double-strand break formation"
"YDR229W","vacuole fusion, non-autophagic"
"YIR001C","mRNA metabolic process"
"YDR321W","asparagine catabolic process"
"YDR321W","asparagine metabolic process"
"YDR321W","cellular amino acid metabolic process"
"YHR029C","endoplasmic reticulum unfolded protein response"
"YHR029C","biosynthetic process"
"YFL037W","mitotic sister chromatid segregation"
"YFL037W","nuclear migration along microtubule"
"YFL037W","response to antibiotic"
"YFL037W","microtubule-based process"
"YFL037W","homologous chromosome segregation"
"YFL037W","protein polymerization"
"YOL091W","meiotic nuclear division"
"YOL091W","cell division"
"YOL091W","ascospore wall assembly"
"YKR042W","negative regulation of chromatin silencing involved in replicative cell aging"
"YKR042W","division septum assembly"
"YKR042W","fungal-type cell wall biogenesis"
"YKR042W","autophagy"
"YKR042W","autophagy of mitochondrion"
"YKR042W","cell division"
"YKR042W","cell cycle"
"YKR042W","response to stress"
"YKR042W","polysaccharide catabolic process"
"YKR042W","cell wall organization"
"YDL007C-A","biological_process"
"YDL031W","ribosomal large subunit assembly"
"YDL031W","rRNA processing"
"YDL031W","ribosome biogenesis"
"YDL031W","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDL031W","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YDL031W","obsolete ATP catabolic process"
"YDL031W","assembly of large subunit precursor of preribosome"
"YBR148W","ascospore-type prospore membrane assembly"
"YLR246W","protein targeting to membrane"
"YLR246W","protein palmitoylation"
"YJL140W","DNA repair"
"YJL140W","transcription, DNA-templated"
"YJL140W","transcription from RNA polymerase II promoter"
"YJL140W","transcription, RNA-templated"
"YJL140W","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
"YJL140W","mRNA export from nucleus in response to heat stress"
"YJL140W","transcription initiation from RNA polymerase II promoter"
"YJL140W","positive regulation of translational initiation"
"YJL140W","cellular metabolic process"
"YJL140W","recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex"
"YDR169C-A","biological_process"
"YML019W","protein complex assembly"
"YML019W","protein N-linked glycosylation via asparagine"
"YOR157C","proteasome-mediated ubiquitin-dependent protein catabolic process"
"YOR157C","proteasomal ubiquitin-independent protein catabolic process"
"YOR157C","proteolysis involved in cellular protein catabolic process"
"YOR363C","regulation of transcription, DNA-templated"
"YOR363C","positive regulation of transcription from RNA polymerase II promoter by oleic acid"
"YOR363C","positive regulation of fatty acid beta-oxidation"
"YJL223C","response to stress"
"YEL048C","ER to Golgi vesicle-mediated transport"
"YEL048C","early endosome to Golgi transport"
"YEL048C","protein complex assembly"
"YEL048C","transport"
"YBL080C","mitochondrial translation"
"YBL080C","glutaminyl-tRNAGln biosynthesis via transamidation"
"YNL034W","biological_process"
"YJR001W","vacuolar transport"
"YJR001W","amino acid transport"
"YJR001W","transport"
"YJR001W","cation transmembrane transport"
"YJR001W","tyrosine transport"
"YJR001W","cation transport"
"YJR001W","neutral amino acid transport"
"YJR001W","L-amino acid transport"
"YJR001W","L-alpha-amino acid transmembrane transport"
"YJR001W","amino acid transmembrane transport"
"YJR001W","glutamine transport"
"YJR001W","branched-chain amino acid transport"
"YMR182W-A","biological_process"
"YGR161W-B","transposition, RNA-mediated"
"YGR161W-B","DNA biosynthetic process"
"YGR161W-B","DNA recombination"
"YGR161W-B","viral release from host cell"
"YGR161W-B","DNA integration"
"YGR161W-B","RNA-dependent DNA biosynthetic process"
"YGR161W-B","RNA phosphodiester bond hydrolysis"
"YPL248C","positive regulation of transcription from RNA polymerase II promoter by galactose"
"YPL248C","galactose metabolic process"
"YPL248C","carbohydrate metabolic process"
"YPL248C","transcription, DNA-templated"
"YPL248C","regulation of transcription, DNA-templated"
"YER030W","chromatin remodeling"
"YER027C","regulation of protein complex assembly"
"YER027C","signal transduction"
"YER027C","invasive growth in response to glucose limitation"
"YER027C","protein phosphorylation"
"YER027C","cell adhesion"
"YER175W-A","biological_process"
"YFR001W","intracellular mRNA localization"
"YFR001W","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YFR001W","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YFR001W","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YFR001W","mRNA transport"
"YFR001W","ribosome biogenesis"
"YFR001W","ribosomal large subunit biogenesis"
"YFR001W","transport"
"YIL075C","regulation of protein catabolic process"
"YIL075C","ubiquitin-dependent protein catabolic process"
"YIL075C","proteasome assembly"
"YJL104W","protein import into mitochondrial matrix"
"YGL254W","sulfite transport"
"YGL254W","positive regulation of transcription from RNA polymerase II promoter"
"YGL254W","transcription, DNA-templated"
"YGL254W","regulation of transcription, DNA-templated"
"YGL254W","positive regulation of sulfite transport by positive regulation of transcription from RNA polymerase II promoter"
"YGL201C","DNA unwinding involved in DNA replication"
"YGL201C","DNA strand elongation involved in DNA replication"
"YGL201C","mitotic S phase"
"YGL201C","double-strand break repair via break-induced replication"
"YGL201C","pre-replicative complex assembly involved in nuclear cell cycle DNA replication"
"YGL201C","DNA replication initiation"
"YGL201C","cell cycle"
"YGL201C","DNA replication"
"YGL201C","obsolete ATP catabolic process"
"YGL201C","nuclear DNA replication"
"YGR165W","mitochondrial translation"
"YDL075W","cytoplasmic translation"
"YDL075W","regulation of translational fidelity"
"YDL075W","translation"
"YKL087C","cytochrome c-heme linkage"
"YCR046C","mitochondrial translation"
"YCR046C","translation"
"YDR468C","intracellular protein transport"
"YDR468C","endocytosis"
"YDR468C","vesicle-mediated transport"
"YDR468C","vesicle fusion"
"YDR468C","Golgi vesicle transport"
"YNR012W","UMP biosynthetic process"
"YNR012W","pyrimidine-containing compound salvage"
"YNR012W","phosphorylation"
"YNR012W","metabolic process"
"YNR012W","UMP salvage"
"YNR012W","CTP salvage"
"YHL012W","biological_process"
"YHL012W","metabolic process"
"YHL012W","UDP-glucose metabolic process"
"YEL039C","mitochondrial electron transport, cytochrome c to oxygen"
"YEL039C","mitochondrial electron transport, ubiquinol to cytochrome c"
"YEL039C","electron transport chain"
"YEL039C","transport"
"Q0080","ATP biosynthetic process"
"Q0080","ATP synthesis coupled proton transport"
"Q0080","proton transport"
"Q0080","ion transport"
"Q0080","transport"
"YOR268C","biological_process"
"YDL144C","biological_process"
"YDL144C","oxidation-reduction process"
"YLR200W","tubulin complex assembly"
"YLR200W","protein folding"
"YLR200W","positive regulation of transcription elongation from RNA polymerase II promoter"
"YGL247W","protein export from nucleus"
"YGL247W","mRNA transport"
"YGL247W","cellular lipid metabolic process"
"YGL247W","mRNA export from nucleus"
"YGL247W","protein transport"
"YGL247W","transport"
"YGL247W","nuclear envelope organization"
"YIL133C","cytoplasmic translation"
"YIL133C","translation"
"YGR286C","cofactor metabolic process"
"YGR286C","biotin biosynthetic process"
"YGR286C","metabolic process"
"YNR006W","protein retention in Golgi apparatus"
"YNR006W","late endosome to vacuole transport"
"YNR006W","protein targeting to vacuole"
"YNR006W","intracellular protein transport"
"YNL124W","snRNA pseudouridine synthesis"
"YNL124W","rRNA processing"
"YNL124W","ribosome biogenesis"
"YNL124W","box H/ACA snoRNP assembly"
"YNL124W","pseudouridine synthesis"
"YJR079W","biological_process"
"YAL005C","stress granule disassembly"
"YAL005C","cytoplasmic translation"
"YAL005C","obsolete ATP catabolic process"
"YAL005C","protein folding"
"YAL005C","protein refolding"
"YAL005C","SRP-dependent cotranslational protein targeting to membrane, translocation"
"YAL005C","protein import into nucleus, translocation"
"YAL005C","protein targeting to mitochondrion"
"YAL005C","clathrin coat disassembly"
"YNR047W","positive regulation of phospholipid translocation"
"YNR047W","protein autophosphorylation"
"YNR047W","lipid transport"
"YNR047W","protein phosphorylation"
"YNR047W","response to pheromone"
"YNR047W","phosphorylation"
"YNR047W","transport"
"YNR047W","response to pheromone involved in conjugation with cellular fusion"
"YPL131W","cytoplasmic translation"
"YPL131W","ribosomal large subunit assembly"
"YPL131W","translation"
"YHR123W","phosphatidylethanolamine biosynthetic process"
"YHR123W","CDP-choline pathway"
"YHR123W","phosphatidylcholine biosynthetic process"
"YHR123W","phospholipid biosynthetic process"
"YHR123W","metabolic process"
"YIL092W","biological_process"
"YJR025C","'de novo' NAD biosynthetic process from tryptophan"
"YJR025C","pyridine nucleotide biosynthetic process"
"YJR025C","metabolic process"
"YJR025C","oxidation-reduction process"
"YJR025C","tryptophan catabolic process"
"YJR025C","quinolinate biosynthetic process"
"YJR025C","anthranilate metabolic process"
"YKL224C","response to stress"
"YBL002W","chromatin assembly or disassembly"
"YLR224W","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"
"YLR224W","cellular response to methylmercury"
"YLR224W","protein ubiquitination"
"YHL010C","response to ethanol"
"YPL016W","transcription, DNA-templated"
"YPL016W","obsolete ATP catabolic process"
"YPL016W","positive regulation of transcription from RNA polymerase II promoter"
"YPL016W","ATP-dependent chromatin remodeling"
"YPL016W","positive regulation of transcription from RNA polymerase II promoter in response to amino acid starvation"
"YPL016W","carbon catabolite activation of transcription from RNA polymerase II promoter"
