genes	Goterm
KMXK_0F00780	"retrograde protein transport, ER to cytosol"
KMXK_0H02510	"retrograde protein transport, ER to cytosol"
KMXK_0A02370	"retrograde transport, endosome to Golgi"
KMXK_0A03500	"retrograde transport, endosome to Golgi"
KMXK_0A06890	"retrograde transport, endosome to Golgi"
KMXK_0B05700	"retrograde transport, endosome to Golgi"
KMXK_0B05770	"retrograde transport, endosome to Golgi"
KMXK_0B05970	"retrograde transport, endosome to Golgi"
KMXK_0B07140	"retrograde transport, endosome to Golgi"
KMXK_0C02690	"retrograde transport, endosome to Golgi"
KMXK_0D00790	"retrograde transport, endosome to Golgi"
KMXK_0D02200	"retrograde transport, endosome to Golgi"
KMXK_0E02620	"retrograde transport, endosome to Golgi"
KMXK_0F00210	"retrograde transport, endosome to Golgi"
KMXK_0G00490	"retrograde transport, endosome to Golgi"
KMXK_0H01330	"retrograde transport, endosome to Golgi"
KMXK_0B03570	"retrograde transport, vesicle recycling within Golgi"
KMXK_0C03690	"retrograde transport, vesicle recycling within Golgi"
KMXK_0H02910	"retrograde transport, vesicle recycling within Golgi"
KMXK_0A01110	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0A03940	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0A04250	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0A07320	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0B02590	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0B04250	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0B06250	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0B06630	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0C04810	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0D02110	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0D03510	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0D05870	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0E00490	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0E01520	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0E04000	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0E05640	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0E05840	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0F01600	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0F04980	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0G02850	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0H00510	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0H01440	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0H01920	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0H03970	"retrograde vesicle-mediated transport, Golgi to ER"
KMXK_0B07560	Rho protein signal transduction
KMXK_0C01730	Rho protein signal transduction
KMXK_0E04120	Rho protein signal transduction
KMXK_0G02910	Rho protein signal transduction
KMXK_0B06430	riboflavin biosynthetic process
KMXK_0C05170	riboflavin biosynthetic process
KMXK_0D02480	riboflavin biosynthetic process
KMXK_0E02730	riboflavin biosynthetic process
KMXK_0E04690	riboflavin biosynthetic process
KMXK_0E05380	riboflavin biosynthetic process
KMXK_0F02930	riboflavin biosynthetic process
KMXK_0H03470	riboflavin biosynthetic process
KMXK_0B03410	riboflavin transport
KMXK_0A06790	ribonucleoside monophosphate biosynthetic process
KMXK_0D05500	ribonucleoside monophosphate biosynthetic process
KMXK_0F02520	ribonucleoside monophosphate biosynthetic process
KMXK_0G03670	ribonucleoside monophosphate biosynthetic process
KMXK_0B04420	ribophagy
KMXK_0F00780	ribophagy
KMXK_0H04100	ribophagy
KMXK_0F05610	ribose phosphate biosynthetic process
KMXK_0G03050	ribose phosphate metabolic process
KMXK_0A04200	ribosomal large subunit assembly
KMXK_0B01390	ribosomal large subunit assembly
KMXK_0B03540	ribosomal large subunit assembly
KMXK_0B04240	ribosomal large subunit assembly
KMXK_0B07540	ribosomal large subunit assembly
KMXK_0B08130	ribosomal large subunit assembly
KMXK_0C00640	ribosomal large subunit assembly
KMXK_0C02640	ribosomal large subunit assembly
KMXK_0C05450	ribosomal large subunit assembly
KMXK_0C06630	ribosomal large subunit assembly
KMXK_0C07190	ribosomal large subunit assembly
KMXK_0D01960	ribosomal large subunit assembly
KMXK_0D02660	ribosomal large subunit assembly
KMXK_0D04150	ribosomal large subunit assembly
KMXK_0D04650	ribosomal large subunit assembly
KMXK_0D05240	ribosomal large subunit assembly
KMXK_0E02060	ribosomal large subunit assembly
KMXK_0E04680	ribosomal large subunit assembly
KMXK_0F02030	ribosomal large subunit assembly
KMXK_0F04220	ribosomal large subunit assembly
KMXK_0F04280	ribosomal large subunit assembly
KMXK_0F04320	ribosomal large subunit assembly
KMXK_0H00360	ribosomal large subunit assembly
KMXK_0H01980	ribosomal large subunit assembly
KMXK_0H03580	ribosomal large subunit assembly
KMXK_0H04480	ribosomal large subunit assembly
KMXK_0A00510	ribosomal large subunit biogenesis
KMXK_0A01980	ribosomal large subunit biogenesis
KMXK_0A05280	ribosomal large subunit biogenesis
KMXK_0A07340	ribosomal large subunit biogenesis
KMXK_0B02480	ribosomal large subunit biogenesis
KMXK_0C00890	ribosomal large subunit biogenesis
KMXK_0C02190	ribosomal large subunit biogenesis
KMXK_0C02970	ribosomal large subunit biogenesis
KMXK_0D02750	ribosomal large subunit biogenesis
KMXK_0D03930	ribosomal large subunit biogenesis
KMXK_0D04880	ribosomal large subunit biogenesis
KMXK_0E00800	ribosomal large subunit biogenesis
KMXK_0E03900	ribosomal large subunit biogenesis
KMXK_0E06140	ribosomal large subunit biogenesis
KMXK_0F03420	ribosomal large subunit biogenesis
KMXK_0F03670	ribosomal large subunit biogenesis
KMXK_0F03960	ribosomal large subunit biogenesis
KMXK_0F05550	ribosomal large subunit biogenesis
KMXK_0G00900	ribosomal large subunit biogenesis
KMXK_0G02830	ribosomal large subunit biogenesis
KMXK_0H00620	ribosomal large subunit biogenesis
KMXK_0H04440	ribosomal large subunit biogenesis
KMXK_0A01220	ribosomal large subunit export from nucleus
KMXK_0A05280	ribosomal large subunit export from nucleus
KMXK_0B01080	ribosomal large subunit export from nucleus
KMXK_0B01860	ribosomal large subunit export from nucleus
KMXK_0B02060	ribosomal large subunit export from nucleus
KMXK_0B04600	ribosomal large subunit export from nucleus
KMXK_0C00890	ribosomal large subunit export from nucleus
KMXK_0C04550	ribosomal large subunit export from nucleus
KMXK_0C07190	ribosomal large subunit export from nucleus
KMXK_0D00260	ribosomal large subunit export from nucleus
KMXK_0D02660	ribosomal large subunit export from nucleus
KMXK_0D03260	ribosomal large subunit export from nucleus
KMXK_0D04540	ribosomal large subunit export from nucleus
KMXK_0D05560	ribosomal large subunit export from nucleus
KMXK_0E00210	ribosomal large subunit export from nucleus
KMXK_0E03830	ribosomal large subunit export from nucleus
KMXK_0F05110	ribosomal large subunit export from nucleus
KMXK_0H00370	ribosomal large subunit export from nucleus
KMXK_0H04410	ribosomal large subunit export from nucleus
KMXK_0G03840	ribosomal protein import into nucleus
KMXK_0A03200	ribosomal small subunit assembly
KMXK_0A07890	ribosomal small subunit assembly
KMXK_0B01030	ribosomal small subunit assembly
KMXK_0D06100	ribosomal small subunit assembly
KMXK_0E01260	ribosomal small subunit assembly
KMXK_0E02670	ribosomal small subunit assembly
KMXK_0E05560	ribosomal small subunit assembly
KMXK_0A01980	ribosomal small subunit biogenesis
KMXK_0A02480	ribosomal small subunit biogenesis
KMXK_0A04530	ribosomal small subunit biogenesis
KMXK_0A05130	ribosomal small subunit biogenesis
KMXK_0B07350	ribosomal small subunit biogenesis
KMXK_0B07530	ribosomal small subunit biogenesis
KMXK_0D05480	ribosomal small subunit biogenesis
KMXK_0E01470	ribosomal small subunit biogenesis
KMXK_0E05090	ribosomal small subunit biogenesis
KMXK_0F03100	ribosomal small subunit biogenesis
KMXK_0F03960	ribosomal small subunit biogenesis
KMXK_0G02300	ribosomal small subunit biogenesis
KMXK_0H02260	ribosomal small subunit biogenesis
KMXK_0H04170	ribosomal small subunit biogenesis
KMXK_0B01080	ribosomal small subunit export from nucleus
KMXK_0B07350	ribosomal small subunit export from nucleus
KMXK_0B07570	ribosomal small subunit export from nucleus
KMXK_0C04550	ribosomal small subunit export from nucleus
KMXK_0C05030	ribosomal small subunit export from nucleus
KMXK_0C06820	ribosomal small subunit export from nucleus
KMXK_0D05560	ribosomal small subunit export from nucleus
KMXK_0E03220	ribosomal small subunit export from nucleus
KMXK_0F00880	ribosomal small subunit export from nucleus
KMXK_0H04150	ribosomal small subunit export from nucleus
KMXK_0H04170	ribosomal small subunit export from nucleus
KMXK_0A00510	ribosomal subunit export from nucleus
KMXK_0A02440	ribosomal subunit export from nucleus
KMXK_0B04240	ribosomal subunit export from nucleus
KMXK_0B04270	ribosomal subunit export from nucleus
KMXK_0C02970	ribosomal subunit export from nucleus
KMXK_0D05240	ribosomal subunit export from nucleus
KMXK_0E00510	ribosomal subunit export from nucleus
KMXK_0E05880	ribosomal subunit export from nucleus
KMXK_0E06140	ribosomal subunit export from nucleus
KMXK_0F02820	ribosomal subunit export from nucleus
KMXK_0G01920	ribosomal subunit export from nucleus
KMXK_0D05730	ribosome assembly
KMXK_0D05820	ribosome assembly
KMXK_0E00510	ribosome assembly
KMXK_0F03610	ribosome assembly
KMXK_0A05780	ribosome biogenesis
KMXK_0C02290	ribosome biogenesis
KMXK_0C03880	ribosome biogenesis
KMXK_0C06050	ribosome biogenesis
KMXK_0D00900	ribosome biogenesis
KMXK_0D02710	ribosome biogenesis
KMXK_0D03950	ribosome biogenesis
KMXK_0E03810	ribosome biogenesis
KMXK_0F01690	ribosome biogenesis
KMXK_0F02240	ribosome biogenesis
KMXK_0F03200	ribosome biogenesis
KMXK_0F03950	ribosome biogenesis
KMXK_0F05610	ribosome biogenesis
KMXK_0H01910	ribosome biogenesis
KMXK_0A03930	ribosome disassembly
KMXK_0A04260	ribosome disassembly
KMXK_0B01500	ribosome disassembly
KMXK_0C02970	ribosome disassembly
KMXK_0A00310	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0A07420	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0C01910	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0C02110	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0D03520	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0F00780	ribosome-associated ubiquitin-dependent protein catabolic process
KMXK_0B02510	RNA (guanine-N7)-methylation
KMXK_0C06060	RNA (guanine-N7)-methylation
KMXK_0E05240	RNA (guanine-N7)-methylation
KMXK_0G00630	RNA biosynthetic process
KMXK_0B04780	RNA catabolic process
KMXK_0B08300	RNA catabolic process
KMXK_0B08310	RNA catabolic process
KMXK_0C00930	RNA catabolic process
KMXK_0C03980	RNA catabolic process
KMXK_0G00180	RNA catabolic process
KMXK_0F02220	RNA export from nucleus
KMXK_0F04580	RNA export from nucleus
KMXK_0G02320	RNA export from nucleus
KMXK_0E05720	RNA folding
KMXK_0C06440	RNA import into nucleus
KMXK_0F02820	RNA import into nucleus
KMXK_0A07250	RNA metabolic process
KMXK_0B02050	RNA metabolic process
KMXK_0D00360	RNA metabolic process
KMXK_0D02710	RNA metabolic process
KMXK_0D05710	RNA metabolic process
KMXK_0F03160	RNA metabolic process
KMXK_0A05180	RNA methylation
KMXK_0E00430	RNA methylation
KMXK_0C05390	RNA phosphodiester bond hydrolysis
KMXK_0E01030	RNA phosphodiester bond hydrolysis
KMXK_0E01140	RNA phosphodiester bond hydrolysis
KMXK_0E03630	RNA phosphodiester bond hydrolysis
KMXK_0A03080	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0A03810	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0A03930	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0A06480	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0B08300	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0B08310	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0C00930	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0C02560	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0C03030	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0D01950	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0D04080	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0E06070	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0F00390	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0F02920	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0F03850	"RNA phosphodiester bond hydrolysis, endonucleolytic"
KMXK_0B03880	"RNA phosphodiester bond hydrolysis, exonucleolytic"
KMXK_0C02350	"RNA phosphodiester bond hydrolysis, exonucleolytic"
